INDICATOR_ID,INDICATOR_LABEL_EN
ROFST.H.2.Q4.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.2.Q5.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q5.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.2.Q5.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Rur,"Out-of-school rate for adolescents of lower secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.2.Rur.F,"Out-of-school rate for adolescents of lower secondary school age, rural, female (household survey data) (%)"
ROFST.H.2.RUR.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Rur.M,"Out-of-school rate for adolescents of lower secondary school age, rural, male (household survey data) (%)"
ROFST.H.2.RUR.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.Q1,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q2,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q3,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q4,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q5,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.Urb,"Out-of-school rate for adolescents of lower secondary school age, urban, both sexes (household survey data) (%)"
ROFST.H.2.Urb.F,"Out-of-school rate for adolescents of lower secondary school age, urban, female (household survey data) (%)"
ROFST.H.2.URB.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Urb.M,"Out-of-school rate for adolescents of lower secondary school age, urban, male (household survey data) (%)"
ROFST.H.2.URB.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.URB.Q1,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q2,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q3,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q4,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.2.URB.Q5,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.URB.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.2.URB.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.2.URB.WPIA,"Out-of-school rate for adolescents of lower secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.WPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3,"Out-of-school rate for youth of upper secondary school age, both sexes (household survey data) (%)"
ROFST.H.3.F,"Out-of-school rate for youth of upper secondary school age, female (household survey data) (%)"
ROFST.H.3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.F.WPIA,"Out-of-school rate for youth of upper secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.GPIA,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.LPIA,"Out-of-school rate for youth of upper secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.M,"Out-of-school rate for youth of upper secondary school age, male (household survey data) (%)"
ROFST.H.3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.M.WPIA,"Out-of-school rate for youth of upper secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.Q1,"Out-of-school rate for youth of upper secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q1.F,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.3.Q1.F.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q1.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q1.M,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.3.Q1.M.LPIA,"Out-of-school rate for youth of upper secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2,"Out-of-school rate for youth of upper secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q2.F,"Out-of-school rate for youth of upper secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.3.Q2.F.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q2.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q2.M,"Out-of-school rate for youth of upper secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.3.Q2.M.LPIA,"Out-of-school rate for youth of upper secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3,"Out-of-school rate for youth of upper secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q3.F,"Out-of-school rate for youth of upper secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.3.Q3.F.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q3.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q3.M,"Out-of-school rate for youth of upper secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.3.Q3.M.LPIA,"Out-of-school rate for youth of upper secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4,"Out-of-school rate for youth of upper secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q4.F,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.3.Q4.F.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q4.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q4.M,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.3.Q4.M.LPIA,"Out-of-school rate for youth of upper secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5,"Out-of-school rate for youth of upper secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.Q5.F,"Out-of-school rate for youth of upper secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.3.Q5.F.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.Q5.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.Q5.M,"Out-of-school rate for youth of upper secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.3.Q5.M.LPIA,"Out-of-school rate for youth of upper secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.RUR,"Out-of-school rate for youth of upper secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.3.RUR.F,"Out-of-school rate for youth of upper secondary school age, rural, female (household survey data) (%)"
ROFST.H.3.RUR.F.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.RUR.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.M,"Out-of-school rate for youth of upper secondary school age, rural, male (household survey data) (%)"
ROFST.H.3.RUR.M.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.RUR.Q1,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q1.F,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q1.M,"Out-of-school rate for youth of upper secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q2,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q2.F,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q2.M,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q3,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q3.F,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q3.M,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q4,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q4.F,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q4.M,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.3.RUR.Q5,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.RUR.Q5.F,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.3.RUR.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.RUR.Q5.M,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.3.RUR.WPIA,"Out-of-school rate for youth of upper secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.URB,"Out-of-school rate for youth of upper secondary school age, urban, both sexes (household survey data) (%)"
ROFST.H.3.URB.F,"Out-of-school rate for youth of upper secondary school age, urban, female (household survey data) (%)"
ROFST.H.3.URB.F.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.URB.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.M,"Out-of-school rate for youth of upper secondary school age, urban, male (household survey data) (%)"
ROFST.H.3.URB.M.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.URB.Q1,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q1.F,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q1.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q1.M,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q2,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q2.F,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q2.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q2.M,"Out-of-school rate for youth of upper secondary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q3,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q3.F,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q3.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q3.M,"Out-of-school rate for youth of upper secondary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q4,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q4.F,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q4.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q4.M,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.3.URB.Q5,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.Q5.F,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.3.URB.Q5.GPIA,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q5.M,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.3.URB.WPIA,"Out-of-school rate for youth of upper secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.3.WPIA,"Out-of-school rate for youth of upper secondary school age, adjusted wealth parity index (household survey data) (WPIA)"
SchBSP.1.Wcomput     ,"Proportion of primary schools with access to computers for pedagogical purposes (%)"
SchBSP.1.WElec,"Proportion of primary schools with access to electricity (%)"
SchBSP.1.WHIVSexEd,"Percentage of primary schools providing life skills-based HIV and sexuality education"
SchBSP.1.WInfStuDis,"Proportion of primary schools with access to adapted infrastructure and materials for students with disabilities (%)"
SchBSP.1.WIntern     ,"Proportion of primary schools with access to Internet for pedagogical purposes (%)"
SchBSP.1.WToilA,"Proportion of primary schools with single-sex basic sanitation facilities (%)"
SchBSP.1.WWash,"Proportion of primary schools with basic handwashing facilities (%)"
SchBSP.1.WWatA,"Proportion of primary schools with access to basic drinking water (%)"
SchBSP.2.Wcomput     ,"Proportion of lower secondary schools with access to computers for pedagogical purposes (%)"
SchBSP.2.WElec,"Proportion of lower secondary schools with access to electricity (%)"
SchBSP.2.WHIVSexEd,"Percentage of lower secondary schools providing life skills-based HIV and sexuality education"
SchBSP.2.WInfStuDis,"Proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%)"
SchBSP.2.WIntern     ,"Proportion of lower secondary schools with access to Internet for pedagogical purposes (%)"
SchBSP.2.WToilA,"Proportion of lower secondary schools with single-sex basic sanitation facilities (%)"
SchBSP.2.WWash,"Proportion of lower secondary schools with basic handwashing facilities (%)"
SchBSP.2.WWatA,"Proportion of lower secondary schools with access to basic drinking water (%)"
SchBSP.2t3.Wcomput     ,"Proportion of secondary schools with access to computers for pedagogical purposes (%)"
SchBSP.2t3.WIntern     ,"Proportion of secondary schools with access to Internet for pedagogical purposes (%)"
SchBSP.3.Wcomput     ,"Proportion of upper secondary schools with access to computers for pedagogical purposes (%)"
SchBSP.3.WElec,"Proportion of upper secondary schools with access to electricity (%)"
SchBSP.3.WHIVSexEd,"Percentage of upper secondary schools providing life skills-based HIV and sexuality education"
SchBSP.3.WInfStuDis,"Proportion of upper secondary schools with access to adapted infrastructure and materials for students with disabilities (%)"
SchBSP.3.WIntern     ,"Proportion of upper secondary schools with access to Internet for pedagogical purposes (%)"
SchBSP.3.WToilA,"Proportion of upper secondary schools with single-sex basic sanitation facilities (%)"
SchBSP.3.WWash,"Proportion of upper secondary schools with basic handwashing facilities (%)"
SchBSP.3.WWatA,"Proportion of upper secondary schools with access to basic drinking water (%)"
TAttrR.02,"Teacher attrition rate from pre-primary education, both sexes (%)"
TAttrR.02.F,"Teacher attrition rate from pre-primary education, female (%)"
TAttrR.02.GPIA,"Teacher attrition rate from pre-primary education, adjusted gender parity index (GPIA)"
TAttrR.02.M,"Teacher attrition rate from pre-primary education, male (%)"
TAttrR.1,"Teacher attrition rate from primary education, both sexes (%)"
TAttrR.1.F,"Teacher attrition rate from primary education, female (%)"
TAttrR.1.GPIA,"Teacher attrition rate from primary education, adjusted gender parity index (GPIA)"
TAttrR.1.M,"Teacher attrition rate from primary education, male (%)"
TAttrR.2,"Teacher attrition rate from lower secondary education, both sexes (%)"
TAttrR.2.F,"Teacher attrition rate from lower secondary education, female (%)"
TAttrR.2.GPIA,"Teacher attrition rate from lower secondary education, adjusted gender parity index (GPIA)"
TAttrR.2.M,"Teacher attrition rate from lower secondary education, male (%)"
TAttrR.2t3,"Teacher attrition rate from secondary education, both sexes (%)"
TAttrR.2t3.F,"Teacher attrition rate from secondary education, female (%)"
TAttrR.2t3.GPIA,"Teacher attrition rate from secondary education, adjusted gender parity index (GPIA)"
TAttrR.2t3.GPV,"Teacher attrition rate from general secondary education, both sexes (%)"
TAttrR.2t3.GPV.F,"Teacher attrition rate from general secondary education, female (%)"
TAttrR.2t3.GPV.M,"Teacher attrition rate from general secondary education, male (%)"
TAttrR.2t3.M,"Teacher attrition rate from secondary education, male (%)"
TAttrR.2t3.V,"Teacher attrition rate from vocational secondary education, both sexes (%)"
TAttrR.2t3.V.F,"Teacher attrition rate from vocational secondary education, female (%)"
TAttrR.2t3.V.M,"Teacher attrition rate from vocational secondary education, male (%)"
TAttrR.3,"Teacher attrition rate from upper secondary education, both sexes (%)"
TAttrR.3.F,"Teacher attrition rate from upper secondary education, female (%)"
TAttrR.3.GPIA,"Teacher attrition rate from upper secondary education, adjusted gender parity index (GPIA)"
TAttrR.3.M,"Teacher attrition rate from upper secondary education, male (%)"
TRTP.02,"Proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)"
TRTP.02.F,"Proportion of teachers with the minimum required qualifications in pre-primary education, female (%)"
TRTP.02.GPIA,"Proportion of teachers with the minimum required qualifications in pre-primary education, adjusted gender parity index (GPIA)"
TRTP.02.M,"Proportion of teachers with the minimum required qualifications in pre-primary education, male (%)"
TRTP.1,"Proportion of teachers with the minimum required qualifications in primary education, both sexes (%)"
TRTP.1.F,"Proportion of teachers with the minimum required qualifications in primary education, female (%)"
TRTP.1.GPIA,"Proportion of teachers with the minimum required qualifications in primary education, adjusted gender parity index (GPIA)"
TRTP.1.M,"Proportion of teachers with the minimum required qualifications in primary education, male (%)"
TRTP.2,"Proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)"
TRTP.2.F,"Proportion of teachers with the minimum required qualifications in lower secondary education, female (%)"
TRTP.2.GPIA,"Proportion of teachers with the minimum required qualifications in lower secondary education, adjusted gender parity index (GPIA)"
TRTP.2.M,"Proportion of teachers with the minimum required qualifications in lower secondary education, male (%)"
TRTP.2t3,"Proportion of teachers with the minimum required qualifications in secondary education, both sexes (%)"
TRTP.2t3.F,"Proportion of teachers with the minimum required qualifications in secondary education, female (%)"
TRTP.2t3.GPIA,"Proportion of teachers with the minimum required qualifications in secondary education, adjusted gender parity index (GPIA)"
TRTP.2t3.M,"Proportion of teachers with the minimum required qualifications in secondary education, male (%)"
TRTP.3,"Proportion of teachers with the minimum required qualifications in upper secondary education, both sexes (%)"
TRTP.3.F,"Proportion of teachers with the minimum required qualifications in upper secondary education, female (%)"
TRTP.3.GPIA,"Proportion of teachers with the minimum required qualifications in upper secondary education, adjusted gender parity index (GPIA)"
TRTP.3.M,"Proportion of teachers with the minimum required qualifications in upper secondary education, male (%)"
XGovExp.IMF,"Expenditure on education as a percentage of total government expenditure (%)"
XUNIT.GDPcap.02.FSgov.FFntr,"Initial government funding per pre-primary student as a percentage of GDP per capita"
XUNIT.GDPcap.1.FSgov.FFntr,"Initial government funding per primary student as a percentage of GDP per capita"
XUNIT.GDPcap.1.FShh.FFntr,"Initial household funding per primary student as a percentage of GDP per capita"
XUNIT.GDPcap.2.FSgov.FFntr,"Initial government funding per lower secondary student as a percentage of GDP per capita"
XUNIT.GDPcap.2t3.FSgov.FFntr,"Initial government funding per secondary student as a percentage of GDP per capita"
XUNIT.GDPcap.2t3.FShh.FFntr,"Initial household funding per secondary student as a percentage of GDP per capita"
XUNIT.GDPcap.3.FSgov.FFntr,"Initial government funding per upper secondary student as a percentage of GDP per capita"
XUNIT.GDPcap.5t8.FSgov.FFntr,"Initial government funding per tertiary student as a percentage of GDP per capita"
XUNIT.GDPcap.5t8.FShh.FFntr,"Initial household funding per tertiary student as a percentage of GDP per capita"
XUNIT.PPPconst.02.FSgov.FFntr,"Initial government funding per pre-primary student, constant PPP$"
XUNIT.PPPconst.1.FSgov.FFntr,"Initial government funding per primary student, constant PPP$"
XUNIT.PPPconst.1.FShh.FFntr,"Initial household funding per primary student, constant PPP$"
