Year,Region,Region code,Country,Country code,Data category,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readability,Non-proprietary,Download options,Metadata availability,Terms of use,Openness subscore,Overall score
2024,Eastern Africa,AFE,Mozambique,MOZ,Government finance,100,100,50,0,-,62.5,0,100,0,50,0,30,44.4
2024,Eastern Africa,AFE,Mozambique,MOZ,Money and banking,100,100,100,-,-,100,100,50,50,100,0,60,75
2024,Eastern Africa,AFE,Mozambique,MOZ,International trade,50,50,50,-,-,50,0,100,50,100,0,50,50
2024,Eastern Africa,AFE,Mozambique,MOZ,Balance of payments,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,Eastern Africa,AFE,Mozambique,MOZ,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Mozambique,MOZ,Economic and financial statistics subscore,78.6,71.4,57.1,37.5,0,61.5,57.1,78.6,35.7,71.4,7.1,50,54.9
2024,Eastern Africa,AFE,Mozambique,MOZ,Agriculture and land use,100,50,50,0,0,40,0,100,0,50,0,30,35
2024,Eastern Africa,AFE,Mozambique,MOZ,Resource use,100,100,50,0,-,62.5,50,100,50,50,50,60,61.1
2024,Eastern Africa,AFE,Mozambique,MOZ,Energy,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Eastern Africa,AFE,Mozambique,MOZ,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Mozambique,MOZ,Built environment,100,50,50,100,0,60,0,100,50,50,0,40,50
2024,Eastern Africa,AFE,Mozambique,MOZ,Environment subscore,70,50,40,33.3,0,45,30,80,40,40,30,44,44.4
2024,Eastern Africa,AFE,Mozambique,MOZ,All categories,74.5,58.8,45.7,39.8,3.5,49.8,42.4,84.5,43.6,55.5,24,50,49.9
2024,Eastern Africa,AFE,Rwanda,RWA,Population and vital statistics,100,100,50,50,50,70,100,100,50,50,100,80,75
2024,Eastern Africa,AFE,Rwanda,RWA,Education facilities,50,50,50,50,50,50,50,100,0,50,100,60,55
2024,Eastern Africa,AFE,Rwanda,RWA,Education outcomes,100,100,50,50,50,70,50,100,0,50,100,60,65
2024,Eastern Africa,AFE,Rwanda,RWA,Health facilities,50,50,50,0,0,30,0,100,50,50,100,60,45
2024,Eastern Africa,AFE,Rwanda,RWA,Health outcomes,100,50,0,100,0,50,0,100,50,50,100,60,55
2024,Eastern Africa,AFE,Rwanda,RWA,Reproductive health,100,50,50,0,0,40,50,100,50,50,100,70,55
2024,Eastern Africa,AFE,Rwanda,RWA,Food security and nutrition,100,50,0,0,-,37.5,50,100,0,100,100,70,55.6
2024,Eastern Africa,AFE,Rwanda,RWA,Gender statistics,100,50,50,50,0,50,50,100,0,50,100,60,55
2024,Eastern Africa,AFE,Rwanda,RWA,Crime and justice,50,50,50,50,0,40,0,100,50,50,100,60,50
2024,Eastern Africa,AFE,Rwanda,RWA,Poverty and income,100,0,0,100,100,60,50,50,50,50,100,60,60
2024,Eastern Africa,AFE,Rwanda,RWA,Social statistics subscore,85,55,35,45,27.8,50,40,95,30,55,100,64,57.1
2024,Eastern Africa,AFE,Rwanda,RWA,National accounts,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Africa,AFE,Rwanda,RWA,Labor,100,50,50,0,0,40,50,100,50,50,100,70,55
2024,Eastern Africa,AFE,Rwanda,RWA,Price indexes,100,50,100,0,-,62.5,100,100,50,50,100,80,72.2
2024,Eastern Africa,AFE,Rwanda,RWA,Government finance,100,0,50,0,-,37.5,100,100,50,50,100,80,61.1
2024,Eastern Africa,AFE,Rwanda,RWA,Money and banking,100,50,50,-,-,66.7,50,100,0,50,100,60,62.5
2024,Eastern Africa,AFE,Rwanda,RWA,International trade,100,100,50,-,-,83.3,100,0,50,0,100,50,62.5
2024,Eastern Africa,AFE,Rwanda,RWA,Balance of payments,100,100,100,-,-,100,100,0,50,0,100,50,68.8
2024,Eastern Africa,AFE,Rwanda,RWA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Rwanda,RWA,Economic and financial statistics subscore,100,64.3,71.4,0,0,63.5,85.7,71.4,42.9,35.7,100,67.1,65.6
2024,Eastern Africa,AFE,Rwanda,RWA,Agriculture and land use,100,50,50,0,50,50,50,100,50,50,100,70,60
2024,Eastern Africa,AFE,Rwanda,RWA,Resource use,100,100,50,0,-,62.5,0,100,50,50,100,60,61.1
2024,Eastern Africa,AFE,Rwanda,RWA,Energy,100,50,50,-,-,66.7,50,100,50,50,100,70,68.8
2024,Eastern Africa,AFE,Rwanda,RWA,Pollution,50,0,0,-,-,16.7,100,100,50,50,100,80,56.2
2024,Eastern Africa,AFE,Rwanda,RWA,Built environment,100,50,0,50,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Rwanda,RWA,Environment subscore,90,50,30,16.7,25,47.5,50,100,50,50,90,68,58.9
2024,Eastern Africa,AFE,Rwanda,RWA,All categories,91.7,56.4,45.5,25.3,24.3,53.2,58.6,88.8,41,46.9,96.7,66.4,60.3
2024,Eastern Africa,AFE,Seychelles,SYC,Population and vital statistics,50,50,50,0,-,37.5,0,100,50,50,0,40,38.9
2024,Eastern Africa,AFE,Seychelles,SYC,Education facilities,50,50,50,0,-,37.5,0,100,0,50,0,30,33.3
2024,Eastern Africa,AFE,Seychelles,SYC,Education outcomes,50,50,50,0,-,37.5,0,100,0,50,0,30,33.3
2024,Eastern Africa,AFE,Seychelles,SYC,Health facilities,50,50,50,0,-,37.5,0,100,0,50,0,30,33.3
2024,Eastern Africa,AFE,Seychelles,SYC,Health outcomes,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Seychelles,SYC,Reproductive health,100,100,50,0,-,62.5,0,100,50,50,0,40,50
2024,Eastern Africa,AFE,Seychelles,SYC,Food security and nutrition,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Seychelles,SYC,Gender statistics,50,50,50,0,-,37.5,50,100,50,50,0,50,44.4
2024,Eastern Africa,AFE,Seychelles,SYC,Crime and justice,50,50,0,0,-,25,0,100,0,50,0,30,27.8
2024,Eastern Africa,AFE,Seychelles,SYC,Poverty and income,100,0,0,0,-,25,0,100,50,50,0,40,33.3
2024,Eastern Africa,AFE,Seychelles,SYC,Social statistics subscore,50,40,30,0,-,30.8,5,80,20,40,0,29,29.8
2024,Eastern Africa,AFE,Seychelles,SYC,National accounts,100,100,100,-,-,100,0,100,50,50,0,40,62.5
2024,Eastern Africa,AFE,Seychelles,SYC,Labor,50,50,50,0,-,37.5,0,100,50,50,0,40,38.9
2024,Eastern Africa,AFE,Seychelles,SYC,Price indexes,100,100,50,-,-,83.3,50,100,50,50,0,50,62.5
2024,Eastern Africa,AFE,Seychelles,SYC,Government finance,100,50,50,-,-,66.7,0,100,0,50,0,30,43.8
2024,Eastern Africa,AFE,Seychelles,SYC,Money and banking,100,100,100,-,-,100,100,100,50,50,50,70,81.2
2024,Eastern Africa,AFE,Seychelles,SYC,International trade,100,100,100,-,-,100,100,100,50,50,50,70,81.2
2024,Eastern Africa,AFE,Seychelles,SYC,Balance of payments,100,100,100,-,-,100,100,100,50,50,50,70,81.2
2024,Eastern Africa,AFE,Seychelles,SYC,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Seychelles,SYC,Economic and financial statistics subscore,92.9,85.7,78.6,0,-,81.8,50,100,42.9,50,21.4,52.9,64
2024,Eastern Africa,AFE,Seychelles,SYC,Agriculture and land use,50,50,50,0,-,37.5,50,100,50,50,0,50,44.4
2024,Eastern Africa,AFE,Seychelles,SYC,Resource use,50,50,50,-,-,50,0,100,50,50,0,40,43.8
2024,Eastern Africa,AFE,Seychelles,SYC,Energy,50,50,50,-,-,50,0,100,50,50,0,40,43.8
2024,Eastern Africa,AFE,Seychelles,SYC,Pollution,50,0,0,-,-,16.7,100,100,100,50,0,70,50
2024,Eastern Africa,AFE,Seychelles,SYC,Built environment,100,50,0,0,-,37.5,50,100,50,50,0,50,44.4
2024,Eastern Africa,AFE,Seychelles,SYC,Environment subscore,60,40,30,0,-,38.2,40,100,60,50,0,50,45.2
2024,Eastern Africa,AFE,Seychelles,SYC,All categories,67.6,55.2,46.2,0,-,48.6,31.7,93.3,41,46.7,7.1,44,45.8
2024,Eastern Africa,AFE,Somalia,SOM,Population and vital statistics,50,50,0,0,0,20,50,100,50,50,50,60,40
2024,Eastern Africa,AFE,Somalia,SOM,Education facilities,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Eastern Africa,AFE,Somalia,SOM,Education outcomes,100,50,0,50,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Somalia,SOM,Health facilities,50,50,50,0,0,30,100,100,50,50,0,60,45
2024,Eastern Africa,AFE,Somalia,SOM,Health outcomes,100,50,0,0,0,30,0,100,50,50,100,60,45
2024,Eastern Africa,AFE,Somalia,SOM,Reproductive health,100,50,0,50,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Somalia,SOM,Food security and nutrition,100,50,0,0,-,37.5,0,100,50,50,100,60,50
2024,Eastern Africa,AFE,Somalia,SOM,Gender statistics,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Eastern Africa,AFE,Somalia,SOM,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Somalia,SOM,Poverty and income,100,50,0,0,0,30,50,100,50,50,50,60,45
2024,Eastern Africa,AFE,Somalia,SOM,Social statistics subscore,80,45,15,20,0,32.6,40,90,45,45,50,54,43.4
2024,Eastern Africa,AFE,Somalia,SOM,National accounts,50,50,50,0,-,37.5,0,100,50,50,100,60,50
2024,Eastern Africa,AFE,Somalia,SOM,Labor,100,50,0,0,0,30,0,100,0,50,100,50,40
2024,Eastern Africa,AFE,Somalia,SOM,Price indexes,50,50,50,0,-,37.5,100,100,100,100,0,80,61.1
2024,Eastern Africa,AFE,Somalia,SOM,Government finance,100,100,100,0,-,75,100,100,100,50,0,70,72.2
2024,Eastern Africa,AFE,Somalia,SOM,Money and banking,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Somalia,SOM,International trade,50,50,0,-,-,33.3,0,100,0,50,50,40,37.5
2024,Eastern Africa,AFE,Somalia,SOM,Balance of payments,100,100,50,-,-,83.3,0,100,0,50,50,40,56.2
2024,Eastern Africa,AFE,Somalia,SOM,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Somalia,SOM,Economic and financial statistics subscore,64.3,57.1,35.7,0,0,42.3,28.6,85.7,35.7,50,42.9,48.6,45.9
2024,Eastern Africa,AFE,Somalia,SOM,Agriculture and land use,50,0,0,0,0,10,0,100,50,50,100,60,35
2024,Eastern Africa,AFE,Somalia,SOM,Resource use,50,50,0,0,-,25,0,100,50,50,100,60,44.4
2024,Eastern Africa,AFE,Somalia,SOM,Energy,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Somalia,SOM,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Somalia,SOM,Built environment,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Eastern Africa,AFE,Somalia,SOM,Environment subscore,40,20,10,16.7,0,20,10,60,30,30,50,36,28.9
2024,Eastern Africa,AFE,Somalia,SOM,All categories,61.4,40.7,20.2,13.8,0,31.5,26.2,78.6,36.9,41.7,47.6,46.2,39.5
2024,Eastern Africa,AFE,South Sudan,SSD,Population and vital statistics,50,50,50,50,0,40,50,100,50,50,0,50,45
2024,Eastern Africa,AFE,South Sudan,SSD,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Health outcomes,50,0,0,0,0,10,100,100,100,50,0,70,40
2024,Eastern Africa,AFE,South Sudan,SSD,Reproductive health,100,50,0,0,0,30,50,100,50,50,0,50,40
2024,Eastern Africa,AFE,South Sudan,SSD,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Gender statistics,50,50,0,0,0,20,50,100,50,50,0,50,35
2024,Eastern Africa,AFE,South Sudan,SSD,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Poverty and income,50,0,0,0,0,10,100,100,100,50,100,90,50
2024,Eastern Africa,AFE,South Sudan,SSD,Social statistics subscore,30,15,5,5,0,11.2,35,50,35,25,10,31,21.2
2024,Eastern Africa,AFE,South Sudan,SSD,National accounts,50,50,50,0,-,37.5,100,100,50,50,0,60,50
2024,Eastern Africa,AFE,South Sudan,SSD,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Price indexes,50,50,50,0,-,37.5,100,100,50,50,0,60,50
2024,Eastern Africa,AFE,South Sudan,SSD,Government finance,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Money and banking,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,Eastern Africa,AFE,South Sudan,SSD,International trade,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Balance of payments,100,0,0,-,-,33.3,0,100,0,50,0,30,31.2
2024,Eastern Africa,AFE,South Sudan,SSD,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,South Sudan,SSD,Economic and financial statistics subscore,42.9,28.6,28.6,0,0,26.9,42.9,57.1,21.4,28.6,0,30,28.7
2024,Eastern Africa,AFE,South Sudan,SSD,Agriculture and land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Resource use,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Energy,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,South Sudan,SSD,Built environment,50,0,0,0,0,10,100,100,100,50,0,70,40
2024,Eastern Africa,AFE,South Sudan,SSD,Environment subscore,10,0,0,0,0,2.5,20,20,20,10,0,14,8.9
2024,Eastern Africa,AFE,South Sudan,SSD,All categories,27.6,14.5,11.2,2.3,0,13.1,32.6,42.4,25.5,21.2,3.3,25,19.6
2024,Eastern Africa,AFE,Tanzania,TZA,Population and vital statistics,50,50,50,50,50,50,50,100,50,50,100,70,60
2024,Eastern Africa,AFE,Tanzania,TZA,Education facilities,50,50,50,0,0,30,0,100,0,50,50,40,35
2024,Eastern Africa,AFE,Tanzania,TZA,Education outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Eastern Africa,AFE,Tanzania,TZA,Health facilities,100,100,50,0,0,50,0,100,0,50,50,40,45
2024,Eastern Africa,AFE,Tanzania,TZA,Health outcomes,50,50,50,0,0,30,100,100,50,50,0,60,45
2024,Eastern Africa,AFE,Tanzania,TZA,Reproductive health,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Eastern Africa,AFE,Tanzania,TZA,Food security and nutrition,100,50,0,100,-,62.5,0,100,50,100,100,70,66.7
2024,Eastern Africa,AFE,Tanzania,TZA,Gender statistics,50,50,0,50,0,30,0,100,50,50,100,60,45
2024,Eastern Africa,AFE,Tanzania,TZA,Crime and justice,50,50,0,50,0,30,0,100,0,50,100,50,40
2024,Eastern Africa,AFE,Tanzania,TZA,Poverty and income,100,0,0,100,0,40,0,100,50,50,100,60,50
2024,Eastern Africa,AFE,Tanzania,TZA,Social statistics subscore,70,50,30,40,5.6,39.8,25,100,35,55,70,57,48.5
2024,Eastern Africa,AFE,Tanzania,TZA,National accounts,50,50,50,0,-,37.5,100,100,100,100,100,100,72.2
2024,Eastern Africa,AFE,Tanzania,TZA,Labor,100,50,0,0,0,30,0,100,50,50,100,60,45
2024,Eastern Africa,AFE,Tanzania,TZA,Price indexes,100,100,100,0,-,75,100,100,50,50,50,70,72.2
2024,Eastern Africa,AFE,Tanzania,TZA,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Africa,AFE,Tanzania,TZA,Money and banking,100,100,100,-,-,100,100,100,100,100,0,80,87.5
2024,Eastern Africa,AFE,Tanzania,TZA,International trade,50,50,50,-,-,50,100,100,50,50,50,70,62.5
2024,Eastern Africa,AFE,Tanzania,TZA,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Africa,AFE,Tanzania,TZA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Tanzania,TZA,Economic and financial statistics subscore,85.7,78.6,71.4,0,0,63.5,85.7,100,78.6,64.3,71.4,80,73
2024,Eastern Africa,AFE,Tanzania,TZA,Agriculture and land use,100,50,0,0,0,30,0,100,50,50,50,50,40
2024,Eastern Africa,AFE,Tanzania,TZA,Resource use,100,100,50,0,-,62.5,0,100,50,50,100,60,61.1
2024,Eastern Africa,AFE,Tanzania,TZA,Energy,50,50,50,-,-,50,0,100,50,50,100,60,56.2
2024,Eastern Africa,AFE,Tanzania,TZA,Pollution,50,50,0,-,-,33.3,0,100,50,50,0,40,37.5
2024,Eastern Africa,AFE,Tanzania,TZA,Built environment,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Tanzania,TZA,Environment subscore,80,60,30,0,0,42.5,10,100,50,50,60,54,48.9
2024,Eastern Africa,AFE,Tanzania,TZA,All categories,78.6,62.9,43.8,18.4,3.5,47.6,40.2,100,54.5,56.4,67.1,63.7,56.3
2024,Eastern Africa,AFE,Uganda,UGA,Population and vital statistics,50,50,50,50,50,50,100,100,50,50,0,60,55
2024,Eastern Africa,AFE,Uganda,UGA,Education facilities,50,50,50,0,0,30,0,100,50,50,0,40,35
2024,Eastern Africa,AFE,Uganda,UGA,Education outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Eastern Africa,AFE,Uganda,UGA,Health facilities,100,50,50,50,0,50,50,100,50,50,0,50,50
2024,Eastern Africa,AFE,Uganda,UGA,Health outcomes,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Uganda,UGA,Reproductive health,100,50,50,0,0,40,50,100,50,100,50,70,55
2024,Eastern Africa,AFE,Uganda,UGA,Food security and nutrition,100,50,0,100,-,62.5,50,100,50,50,50,60,61.1
2024,Eastern Africa,AFE,Uganda,UGA,Gender statistics,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Uganda,UGA,Crime and justice,50,50,50,50,0,40,50,100,0,50,0,40,40
2024,Eastern Africa,AFE,Uganda,UGA,Poverty and income,100,50,50,0,0,40,50,100,50,50,0,50,45
2024,Eastern Africa,AFE,Uganda,UGA,Social statistics subscore,75,50,45,30,5.6,41.8,50,100,45,55,25,55,48.5
2024,Eastern Africa,AFE,Uganda,UGA,National accounts,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Eastern Africa,AFE,Uganda,UGA,Labor,100,50,50,0,0,40,0,100,50,100,0,50,45
2024,Eastern Africa,AFE,Uganda,UGA,Price indexes,100,100,100,50,-,87.5,50,100,50,50,50,60,72.2
2024,Eastern Africa,AFE,Uganda,UGA,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Africa,AFE,Uganda,UGA,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Africa,AFE,Uganda,UGA,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Africa,AFE,Uganda,UGA,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Africa,AFE,Uganda,UGA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Uganda,UGA,Economic and financial statistics subscore,92.9,85.7,85.7,12.5,0,73.1,78.6,100,85.7,57.1,78.6,80,77
2024,Eastern Africa,AFE,Uganda,UGA,Agriculture and land use,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Uganda,UGA,Resource use,100,50,50,0,-,50,50,100,50,50,50,60,55.6
2024,Eastern Africa,AFE,Uganda,UGA,Energy,100,50,50,-,-,66.7,50,50,50,50,0,40,50
2024,Eastern Africa,AFE,Uganda,UGA,Pollution,50,50,50,-,-,50,50,100,50,50,50,60,56.2
2024,Eastern Africa,AFE,Uganda,UGA,Built environment,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Eastern Africa,AFE,Uganda,UGA,Environment subscore,90,50,50,0,0,47.5,50,90,50,50,40,56,52.2
2024,Eastern Africa,AFE,Uganda,UGA,All categories,86,61.9,60.2,17.1,3.5,52.8,59.5,96.7,60.2,54,47.9,63.7,58.7
2024,Eastern Africa,AFE,Zambia,ZMB,Population and vital statistics,100,50,50,100,50,70,50,100,50,50,0,50,60
2024,Eastern Africa,AFE,Zambia,ZMB,Education facilities,50,50,50,0,0,30,50,100,50,50,0,50,40
2024,Eastern Africa,AFE,Zambia,ZMB,Education outcomes,50,0,50,0,0,20,50,100,50,50,0,50,35
2024,Eastern Africa,AFE,Zambia,ZMB,Health facilities,100,50,50,0,0,40,0,100,50,50,0,40,40
2024,Eastern Africa,AFE,Zambia,ZMB,Health outcomes,50,0,0,50,0,20,50,100,50,50,0,50,35
2024,Eastern Africa,AFE,Zambia,ZMB,Reproductive health,100,0,0,100,0,40,0,100,0,50,0,30,35
2024,Eastern Africa,AFE,Zambia,ZMB,Food security and nutrition,100,0,0,100,-,50,0,100,0,50,0,30,38.9
2024,Eastern Africa,AFE,Zambia,ZMB,Gender statistics,100,50,0,0,0,30,0,100,0,50,0,30,30
2024,Eastern Africa,AFE,Zambia,ZMB,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Zambia,ZMB,Poverty and income,100,50,0,100,0,50,0,100,50,50,0,40,45
2024,Eastern Africa,AFE,Zambia,ZMB,Social statistics subscore,75,25,20,45,5.6,34.7,20,90,30,45,0,37,35.9
2024,Eastern Africa,AFE,Zambia,ZMB,National accounts,50,50,50,0,-,37.5,100,100,50,0,0,50,44.4
2024,Eastern Africa,AFE,Zambia,ZMB,Labor,100,50,0,100,0,50,0,100,0,50,0,30,40
2024,Eastern Africa,AFE,Zambia,ZMB,Price indexes,100,50,50,50,-,62.5,100,100,100,50,0,70,66.7
2024,Eastern Africa,AFE,Zambia,ZMB,Government finance,100,50,0,0,-,37.5,0,100,0,50,0,30,33.3
2024,Eastern Africa,AFE,Zambia,ZMB,Money and banking,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Zambia,ZMB,International trade,100,0,50,-,-,50,100,100,100,50,0,70,62.5
2024,Eastern Africa,AFE,Zambia,ZMB,Balance of payments,100,50,100,-,-,83.3,100,100,100,50,0,70,75
2024,Eastern Africa,AFE,Zambia,ZMB,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Zambia,ZMB,Economic and financial statistics subscore,78.6,35.7,35.7,37.5,0,46.2,57.1,85.7,50,35.7,0,45.7,45.9
2024,Eastern Africa,AFE,Zambia,ZMB,Agriculture and land use,50,50,50,50,0,40,100,100,100,50,0,70,55
2024,Eastern Africa,AFE,Zambia,ZMB,Resource use,50,50,50,50,-,50,50,100,50,50,0,50,50
2024,Eastern Africa,AFE,Zambia,ZMB,Energy,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Zambia,ZMB,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Zambia,ZMB,Built environment,100,0,0,100,0,40,0,100,0,50,0,30,35
2024,Eastern Africa,AFE,Zambia,ZMB,Environment subscore,40,20,20,66.7,0,30,30,60,30,30,0,30,30
2024,Eastern Africa,AFE,Zambia,ZMB,All categories,64.5,26.9,25.2,49,3.5,36.6,35.7,78.6,36.7,36.9,0,37.6,37.1
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Population and vital statistics,50,50,0,50,0,30,50,100,50,50,50,60,45
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Education facilities,50,50,0,0,0,20,100,100,50,0,0,50,35
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Education outcomes,50,50,0,0,0,20,0,100,50,50,0,40,30
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Health facilities,50,50,50,0,0,30,50,100,0,50,50,50,40
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Health outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Reproductive health,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Gender statistics,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Crime and justice,50,50,0,0,0,20,0,100,50,50,0,40,30
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Poverty and income,100,0,50,100,0,50,50,100,50,50,50,60,55
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Social statistics subscore,55,40,25,20,0,28.6,45,90,45,40,35,51,39.9
2024,Eastern Africa,AFE,Zimbabwe,ZWE,National accounts,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Labor,100,50,0,100,0,50,0,100,0,50,0,30,40
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Price indexes,50,50,50,0,-,37.5,100,50,50,50,50,60,50
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Government finance,100,50,0,0,-,37.5,100,100,50,0,0,50,44.4
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Money and banking,100,100,50,-,-,83.3,100,100,50,50,50,70,75
2024,Eastern Africa,AFE,Zimbabwe,ZWE,International trade,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Balance of payments,100,100,100,-,-,100,100,100,50,0,50,60,75
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Economic and financial statistics subscore,85.7,71.4,50,25,0,59.6,85.7,92.9,57.1,35.7,42.9,62.9,61.5
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Agriculture and land use,50,50,50,0,0,30,50,50,0,50,0,30,30
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Resource use,50,50,50,0,-,37.5,50,50,0,50,0,30,33.3
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Energy,50,50,50,-,-,50,50,50,0,50,0,30,37.5
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Built environment,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Eastern Africa,AFE,Zimbabwe,ZWE,Environment subscore,50,40,40,0,0,32.5,50,50,20,40,20,36,34.4
