Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Nonproprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2023,Eastern Africa,AFE,Rwanda,RWA,Built environment,100,50,50,50,50,60,50,100,50,50,50,60,60
2023,Eastern Africa,AFE,Rwanda,RWA,Environment subscore,70,50,50,12.5,25,45.2,70,100,40,50,70,66,56.5
2023,Eastern Africa,AFE,Rwanda,RWA,All Categories,81,61.9,62.6,24.1,27.7,55.7,59.8,94.3,28.1,51.7,75.5,61.9,59
2023,Eastern Africa,AFE,Seychelles,SYC,Population & vital statistics,100,50,50,0,,50,0,100,50,100,0,50,50
2023,Eastern Africa,AFE,Seychelles,SYC,Education facilities,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Eastern Africa,AFE,Seychelles,SYC,Education outcomes,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Eastern Africa,AFE,Seychelles,SYC,Health facilities,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Eastern Africa,AFE,Seychelles,SYC,Health outcomes,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Seychelles,SYC,Reproductive health,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Eastern Africa,AFE,Seychelles,SYC,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Seychelles,SYC,Gender statistics,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Eastern Africa,AFE,Seychelles,SYC,Crime & justice,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Eastern Africa,AFE,Seychelles,SYC,Poverty & income,100,50,0,0,,37.5,0,100,50,50,0,40,38.9
2023,Eastern Africa,AFE,Seychelles,SYC,Social statistics subscore,50,40,35,0,,32.1,0,80,15,45,0,28,29.8
2023,Eastern Africa,AFE,Seychelles,SYC,National accounts,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Eastern Africa,AFE,Seychelles,SYC,Labor,100,100,100,0,,75,0,100,0,50,0,30,50
2023,Eastern Africa,AFE,Seychelles,SYC,Price indexes,100,50,100,,,83.3,100,100,50,50,0,60,68.8
2023,Eastern Africa,AFE,Seychelles,SYC,Government finance,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Eastern Africa,AFE,Seychelles,SYC,Money & banking,100,100,100,,,100,50,100,50,50,50,60,75
2023,Eastern Africa,AFE,Seychelles,SYC,International trade,100,100,100,,,100,100,100,50,50,50,70,81.3
2023,Eastern Africa,AFE,Seychelles,SYC,Balance of payments,100,100,100,,,100,100,100,50,50,50,70,81.3
2023,Eastern Africa,AFE,Seychelles,SYC,Economic & financial statistics subscore,100,92.9,100,0,,93.2,50,100,28.6,50,21.4,50,66.7
2023,Eastern Africa,AFE,Seychelles,SYC,Agriculture and land use,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Eastern Africa,AFE,Seychelles,SYC,Resource use,50,50,50,,,50,0,100,0,50,0,30,37.5
2023,Eastern Africa,AFE,Seychelles,SYC,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Seychelles,SYC,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Seychelles,SYC,Built environment,0,0,0,0,,0,0,100,50,50,0,40,22.2
2023,Eastern Africa,AFE,Seychelles,SYC,Environment subscore,20,20,20,0,,17.6,0,60,10,30,0,20,19
2023,Eastern Africa,AFE,Seychelles,SYC,All Categories,56.7,51,51.7,0,,45.8,16.7,80,17.9,41.7,7.1,32.7,38
2023,Eastern Africa,AFE,Somalia,SOM,Population & vital statistics,50,50,0,0,0,20,50,100,50,50,50,60,40
2023,Eastern Africa,AFE,Somalia,SOM,Education facilities,50,50,50,50,0,40,50,100,50,50,50,60,50
2023,Eastern Africa,AFE,Somalia,SOM,Education outcomes,50,50,50,50,0,40,0,100,50,50,50,50,45
2023,Eastern Africa,AFE,Somalia,SOM,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Somalia,SOM,Health outcomes,100,50,0,0,0,30,0,100,50,100,100,70,50
2023,Eastern Africa,AFE,Somalia,SOM,Reproductive health,50,50,0,0,0,20,50,100,50,50,50,60,40
2023,Eastern Africa,AFE,Somalia,SOM,Food security & nutrition,100,50,0,0,,37.5,0,100,50,50,100,60,50
2023,Eastern Africa,AFE,Somalia,SOM,Gender statistics,50,50,0,0,0,20,50,100,50,50,50,60,40
2023,Eastern Africa,AFE,Somalia,SOM,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Somalia,SOM,Poverty & income,50,50,0,0,0,20,0,100,50,100,100,70,45
2023,Eastern Africa,AFE,Somalia,SOM,Social statistics subscore,50,40,10,10,0,22.4,20,80,40,50,55,49,35.9
2023,Eastern Africa,AFE,Somalia,SOM,National accounts,50,50,50,0,,37.5,100,100,100,50,0,70,55.6
2023,Eastern Africa,AFE,Somalia,SOM,Labor,100,50,0,0,0,30,0,100,50,50,100,60,45
2023,Eastern Africa,AFE,Somalia,SOM,Price indexes,50,50,50,0,,37.5,100,100,100,50,0,70,55.6
2023,Eastern Africa,AFE,Somalia,SOM,Government finance,100,100,100,0,,75,100,100,100,50,0,70,72.2
2023,Eastern Africa,AFE,Somalia,SOM,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Somalia,SOM,International trade,50,50,0,,,33.3,0,100,0,50,100,50,43.8
2023,Eastern Africa,AFE,Somalia,SOM,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Somalia,SOM,Economic & financial statistics subscore,50,42.9,28.6,0,0,32.7,42.9,71.4,50,35.7,28.6,45.7,40.2
2023,Eastern Africa,AFE,Somalia,SOM,Agriculture and land use,50,50,0,0,0,20,0,100,50,50,100,60,40
2023,Eastern Africa,AFE,Somalia,SOM,Resource use,50,50,0,0,,25,0,100,50,50,100,60,44.4
2023,Eastern Africa,AFE,Somalia,SOM,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Somalia,SOM,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Somalia,SOM,Built environment,100,50,0,0,0,30,0,100,50,50,100,60,45
2023,Eastern Africa,AFE,Somalia,SOM,Environment subscore,40,30,0,0,0,16.7,0,60,30,30,60,36,27.2
2023,Eastern Africa,AFE,Somalia,SOM,All Categories,46.7,37.6,12.9,4.2,0,23.5,21,70.5,40,38.6,47.9,43.6,34.3
2023,Eastern Africa,AFE,South Sudan,SSD,Population & vital statistics,0,0,0,0,0,0,100,100,100,50,0,70,35
2023,Eastern Africa,AFE,South Sudan,SSD,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Reproductive health,50,0,0,0,0,10,100,100,100,50,0,70,40
2023,Eastern Africa,AFE,South Sudan,SSD,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Gender statistics,50,0,0,0,0,10,100,100,100,50,0,70,40
2023,Eastern Africa,AFE,South Sudan,SSD,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Poverty & income,50,0,0,0,0,10,100,100,100,50,100,90,50
2023,Eastern Africa,AFE,South Sudan,SSD,Social statistics subscore,15,0,0,0,0,3.1,40,40,40,20,10,30,16.7
2023,Eastern Africa,AFE,South Sudan,SSD,National accounts,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Price indexes,50,50,50,0,,37.5,100,100,100,50,0,70,55.6
2023,Eastern Africa,AFE,South Sudan,SSD,Government finance,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,International trade,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Economic & financial statistics subscore,7.1,7.1,7.1,0,0,5.8,14.3,14.3,14.3,7.1,0,10,8.2
2023,Eastern Africa,AFE,South Sudan,SSD,Agriculture and land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Resource use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,Environment subscore,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,South Sudan,SSD,All Categories,7.4,2.4,2.4,0,0,2.8,18.1,18.1,18.1,9,3.3,13.3,8.5
2023,Eastern Africa,AFE,Tanzania,TZA,Population & vital statistics,50,50,50,50,50,50,0,100,50,50,100,60,55
2023,Eastern Africa,AFE,Tanzania,TZA,Education facilities,50,50,50,50,0,40,0,100,0,50,50,40,40
2023,Eastern Africa,AFE,Tanzania,TZA,Education outcomes,50,50,50,0,0,30,0,100,50,50,100,60,45
2023,Eastern Africa,AFE,Tanzania,TZA,Health facilities,100,100,100,50,0,70,0,100,0,50,50,40,55
2023,Eastern Africa,AFE,Tanzania,TZA,Health outcomes,100,0,0,0,0,20,50,100,50,50,100,70,45
2023,Eastern Africa,AFE,Tanzania,TZA,Reproductive health,100,0,0,50,0,30,50,100,50,50,100,70,50
2023,Eastern Africa,AFE,Tanzania,TZA,Food security & nutrition,50,50,50,0,,37.5,100,100,100,50,100,90,66.7
2023,Eastern Africa,AFE,Tanzania,TZA,Gender statistics,100,0,0,50,0,30,0,100,50,50,100,60,45
2023,Eastern Africa,AFE,Tanzania,TZA,Crime & justice,100,100,50,100,0,70,0,100,0,50,100,50,60
2023,Eastern Africa,AFE,Tanzania,TZA,Poverty & income,100,50,0,100,0,50,0,100,50,50,100,60,55
2023,Eastern Africa,AFE,Tanzania,TZA,Social statistics subscore,80,45,35,45,5.6,42.9,20,100,40,50,90,60,51.5
2023,Eastern Africa,AFE,Tanzania,TZA,National accounts,50,50,50,0,,37.5,100,100,100,100,100,100,72.2
2023,Eastern Africa,AFE,Tanzania,TZA,Labor,100,0,50,0,0,30,0,100,50,50,100,60,45
2023,Eastern Africa,AFE,Tanzania,TZA,Price indexes,100,100,100,0,,75,50,100,0,50,100,60,66.7
2023,Eastern Africa,AFE,Tanzania,TZA,Government finance,100,100,100,0,,75,0,100,50,50,50,50,61.1
2023,Eastern Africa,AFE,Tanzania,TZA,Money & banking,100,100,100,,,100,100,100,100,100,100,100,100
2023,Eastern Africa,AFE,Tanzania,TZA,International trade,50,50,50,,,50,0,100,0,50,100,50,50
2023,Eastern Africa,AFE,Tanzania,TZA,Balance of payments,100,100,100,,,100,100,100,100,100,100,100,100
2023,Eastern Africa,AFE,Tanzania,TZA,Economic & financial statistics subscore,85.7,71.4,78.6,0,0,63.5,50,100,57.1,71.4,92.9,74.3,69.7
2023,Eastern Africa,AFE,Tanzania,TZA,Agriculture and land use,100,50,50,0,0,40,50,100,50,50,100,70,55
2023,Eastern Africa,AFE,Tanzania,TZA,Resource use,100,50,50,0,,50,50,100,50,50,100,70,61.1
2023,Eastern Africa,AFE,Tanzania,TZA,Energy,50,0,50,,,33.3,0,100,50,50,100,60,50
2023,Eastern Africa,AFE,Tanzania,TZA,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Tanzania,TZA,Built environment,100,50,0,100,0,50,0,100,50,50,100,60,55
2023,Eastern Africa,AFE,Tanzania,TZA,Environment subscore,70,30,30,25,0,35.7,20,80,40,40,80,52,44.6
2023,Eastern Africa,AFE,Tanzania,TZA,All Categories,78.6,48.8,47.9,27.4,3.5,46.5,30,93.3,45.7,53.8,87.6,62.1,54.9
2023,Eastern Africa,AFE,Uganda,UGA,Population & vital statistics,50,50,50,50,50,50,100,100,0,50,0,50,50
2023,Eastern Africa,AFE,Uganda,UGA,Education facilities,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Eastern Africa,AFE,Uganda,UGA,Education outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Eastern Africa,AFE,Uganda,UGA,Health facilities,50,50,50,50,0,40,50,100,0,50,0,40,40
2023,Eastern Africa,AFE,Uganda,UGA,Health outcomes,100,50,0,0,0,30,50,100,0,100,0,50,40
2023,Eastern Africa,AFE,Uganda,UGA,Reproductive health,100,50,50,0,0,40,50,100,50,100,0,60,50
2023,Eastern Africa,AFE,Uganda,UGA,Food security & nutrition,100,0,0,0,,25,0,100,50,100,0,50,38.9
2023,Eastern Africa,AFE,Uganda,UGA,Gender statistics,100,100,50,50,0,60,0,100,0,50,0,30,45
2023,Eastern Africa,AFE,Uganda,UGA,Crime & justice,50,50,50,0,0,30,50,100,50,50,0,50,40
2023,Eastern Africa,AFE,Uganda,UGA,Poverty & income,100,50,50,0,0,40,50,100,50,50,0,50,45
2023,Eastern Africa,AFE,Uganda,UGA,Social statistics subscore,75,50,40,15,5.6,37.8,35,100,20,65,0,44,40.9
2023,Eastern Africa,AFE,Uganda,UGA,National accounts,50,50,50,0,,37.5,100,100,100,50,0,70,55.6
2023,Eastern Africa,AFE,Uganda,UGA,Labor,100,50,50,0,0,40,0,100,0,100,0,40,40
2023,Eastern Africa,AFE,Uganda,UGA,Price indexes,100,100,100,0,,75,50,100,50,50,0,50,61.1
2023,Eastern Africa,AFE,Uganda,UGA,Government finance,100,100,100,0,,75,100,100,100,100,0,80,77.8
2023,Eastern Africa,AFE,Uganda,UGA,Money & banking,100,100,100,,,100,100,100,100,100,0,80,87.5
2023,Eastern Africa,AFE,Uganda,UGA,International trade,100,100,100,,,100,100,100,100,100,0,80,87.5
2023,Eastern Africa,AFE,Uganda,UGA,Balance of payments,100,100,100,,,100,100,100,100,100,0,80,87.5
2023,Eastern Africa,AFE,Uganda,UGA,Economic & financial statistics subscore,92.9,85.7,85.7,0,0,71.2,78.6,100,78.6,85.7,0,68.6,69.7
2023,Eastern Africa,AFE,Uganda,UGA,Agriculture and land use,100,100,100,0,0,60,50,100,50,50,0,50,55
2023,Eastern Africa,AFE,Uganda,UGA,Resource use,100,50,50,50,,62.5,50,100,50,50,0,50,55.6
2023,Eastern Africa,AFE,Uganda,UGA,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Uganda,UGA,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Uganda,UGA,Built environment,100,0,100,0,0,40,0,100,0,50,0,30,35
2023,Eastern Africa,AFE,Uganda,UGA,Environment subscore,60,30,50,12.5,0,35.7,20,60,20,30,0,26,30.4
2023,Eastern Africa,AFE,Uganda,UGA,All Categories,76,55.2,58.6,10.5,3.5,46.8,44.5,86.7,39.5,60.2,0,46.2,46.5
2023,Eastern Africa,AFE,Zambia,ZMB,Population & vital statistics,100,100,50,50,50,70,50,100,50,50,0,50,60
2023,Eastern Africa,AFE,Zambia,ZMB,Education facilities,50,0,50,50,0,30,100,100,100,50,0,70,50
2023,Eastern Africa,AFE,Zambia,ZMB,Education outcomes,50,0,50,0,0,20,50,100,0,50,0,40,30
2023,Eastern Africa,AFE,Zambia,ZMB,Health facilities,50,50,50,0,0,30,0,100,0,0,0,20,25
2023,Eastern Africa,AFE,Zambia,ZMB,Health outcomes,50,50,50,50,0,40,50,100,0,50,0,40,40
2023,Eastern Africa,AFE,Zambia,ZMB,Reproductive health,100,50,50,50,0,50,50,100,50,50,0,50,50
2023,Eastern Africa,AFE,Zambia,ZMB,Food security & nutrition,100,50,50,0,,50,0,100,0,50,50,40,44.4
2023,Eastern Africa,AFE,Zambia,ZMB,Gender statistics,100,100,100,0,0,60,0,100,0,50,50,40,50
2023,Eastern Africa,AFE,Zambia,ZMB,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zambia,ZMB,Poverty & income,100,50,0,100,0,50,50,100,50,50,0,50,50
2023,Eastern Africa,AFE,Zambia,ZMB,Social statistics subscore,70,45,45,30,5.6,39.8,35,90,25,40,10,40,39.9
2023,Eastern Africa,AFE,Zambia,ZMB,National accounts,50,50,50,0,,37.5,50,100,0,50,0,40,38.9
2023,Eastern Africa,AFE,Zambia,ZMB,Labor,100,100,100,50,50,80,0,100,0,50,0,30,55
2023,Eastern Africa,AFE,Zambia,ZMB,Price indexes,50,50,50,50,,50,50,100,0,50,0,40,44.4
2023,Eastern Africa,AFE,Zambia,ZMB,Government finance,50,50,0,0,,25,0,100,50,50,0,40,33.3
2023,Eastern Africa,AFE,Zambia,ZMB,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zambia,ZMB,International trade,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zambia,ZMB,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zambia,ZMB,Economic & financial statistics subscore,35.7,35.7,28.6,25,50,32.7,14.3,57.1,7.1,28.6,0,21.4,26.2
2023,Eastern Africa,AFE,Zambia,ZMB,Agriculture and land use,50,50,50,50,0,40,50,100,50,50,50,60,50
2023,Eastern Africa,AFE,Zambia,ZMB,Resource use,50,50,50,0,,37.5,50,100,50,50,0,50,44.4
2023,Eastern Africa,AFE,Zambia,ZMB,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zambia,ZMB,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zambia,ZMB,Built environment,100,100,50,50,0,60,50,100,0,50,50,50,55
2023,Eastern Africa,AFE,Zambia,ZMB,Environment subscore,40,40,30,25,0,31,30,60,20,30,20,32,31.5
2023,Eastern Africa,AFE,Zambia,ZMB,All Categories,48.6,40.2,34.5,27.1,8.4,34.8,26.4,69,17.4,32.9,10,31.1,32.8
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Population & vital statistics,50,50,50,50,50,50,100,100,50,50,0,60,55
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Education facilities,50,50,0,0,0,20,50,100,50,50,0,50,35
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Health facilities,50,50,50,0,0,30,0,100,0,50,50,40,35
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Health outcomes,50,50,0,0,0,20,100,100,100,100,0,80,50
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Reproductive health,0,0,0,0,0,0,100,100,50,50,0,60,30
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Food security & nutrition,50,50,0,0,,25,100,100,100,100,0,80,55.6
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Gender statistics,100,50,50,0,0,40,100,100,100,100,0,80,60
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Crime & justice,0,0,0,0,0,0,100,100,100,100,0,80,40
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Poverty & income,50,50,50,50,0,40,100,100,100,50,0,70,55
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Social statistics subscore,40,35,20,10,5.6,22.4,75,90,65,65,5,60,41.4
2023,Eastern Africa,AFE,Zimbabwe,ZWE,National accounts,50,0,0,0,,12.5,100,100,50,50,0,60,38.9
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Labor,50,50,0,0,0,20,100,100,100,100,0,80,50
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Price indexes,100,50,50,0,,50,100,100,50,50,0,60,55.6
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Government finance,100,100,100,0,,75,0,100,0,50,50,40,55.6
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Money & banking,100,100,50,,,83.3,100,100,50,50,50,70,75
2023,Eastern Africa,AFE,Zimbabwe,ZWE,International trade,50,50,50,,,50,100,100,50,0,50,60,56.3
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Balance of payments,100,100,100,,,100,100,100,50,0,50,60,75
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Economic & financial statistics subscore,78.6,64.3,50,0,0,51.9,85.7,100,50,42.9,28.6,61.4,57.4
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Agriculture and land use,50,50,50,0,0,30,50,100,0,50,50,50,40
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Resource use,50,50,50,0,,37.5,0,100,0,50,50,40,38.9
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Built environment,100,50,50,0,0,40,100,100,100,50,0,70,55
2023,Eastern Africa,AFE,Zimbabwe,ZWE,Environment subscore,40,30,30,0,0,23.8,30,60,20,30,20,32,28.3
2023,Eastern Africa,AFE,Zimbabwe,ZWE,All Categories,52.9,43.1,33.3,4.2,3.5,31.4,63.6,83.3,45,46,17.9,51.1,42.1
2023,Middle Africa,AFM,Angola,AGO,Population & vital statistics,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Middle Africa,AFM,Angola,AGO,Education facilities,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Middle Africa,AFM,Angola,AGO,Education outcomes,50,50,50,50,0,40,0,100,0,50,0,30,35
2023,Middle Africa,AFM,Angola,AGO,Health facilities,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Middle Africa,AFM,Angola,AGO,Health outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Middle Africa,AFM,Angola,AGO,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Middle Africa,AFM,Angola,AGO,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Middle Africa,AFM,Angola,AGO,Gender statistics,50,50,0,0,0,20,0,100,50,50,0,40,30
2023,Middle Africa,AFM,Angola,AGO,Crime & justice,0,0,0,0,0,0,0,100,50,50,0,40,20
2023,Middle Africa,AFM,Angola,AGO,Poverty & income,100,50,0,100,0,50,0,100,50,50,0,40,45
2023,Middle Africa,AFM,Angola,AGO,Social statistics subscore,40,35,25,30,0,26.5,0,80,30,40,0,30,28.3
2023,Middle Africa,AFM,Angola,AGO,National accounts,50,50,50,0,,37.5,100,50,50,50,0,50,44.4
2023,Middle Africa,AFM,Angola,AGO,Labor,100,100,50,0,0,50,0,100,0,50,0,30,40
2023,Middle Africa,AFM,Angola,AGO,Price indexes,100,100,100,50,,87.5,0,100,0,50,0,30,55.6
2023,Middle Africa,AFM,Angola,AGO,Government finance,100,50,100,0,,62.5,0,100,0,50,0,30,44.4
2023,Middle Africa,AFM,Angola,AGO,Money & banking,100,100,100,,,100,100,0,50,50,0,40,62.5
2023,Middle Africa,AFM,Angola,AGO,International trade,100,100,100,,,100,100,100,50,50,0,60,75
2023,Middle Africa,AFM,Angola,AGO,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Middle Africa,AFM,Angola,AGO,Economic & financial statistics subscore,92.9,85.7,85.7,12.5,0,73.1,57.1,78.6,28.6,50,0,42.9,55.7
2023,Middle Africa,AFM,Angola,AGO,Agriculture and land use,50,50,50,0,0,30,0,100,50,50,0,40,35
2023,Middle Africa,AFM,Angola,AGO,Resource use,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Middle Africa,AFM,Angola,AGO,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Middle Africa,AFM,Angola,AGO,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Middle Africa,AFM,Angola,AGO,Built environment,100,50,0,100,0,50,0,100,50,50,0,40,45
2023,Middle Africa,AFM,Angola,AGO,Environment subscore,40,30,20,25,0,26.2,0,60,30,30,0,24,25
2023,Middle Africa,AFM,Angola,AGO,All Categories,57.6,50.2,43.6,24.1,0,39.9,19,72.9,29.5,40,0,32.3,35.8
2023,Middle Africa,AFM,Cameroon,CMR,Population & vital statistics,50,50,50,50,0,40,50,100,50,50,0,50,45
2023,Middle Africa,AFM,Cameroon,CMR,Education facilities,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Middle Africa,AFM,Cameroon,CMR,Education outcomes,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Middle Africa,AFM,Cameroon,CMR,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Middle Africa,AFM,Cameroon,CMR,Health outcomes,100,50,0,50,0,40,0,100,50,50,0,40,40
2023,Middle Africa,AFM,Cameroon,CMR,Reproductive health,100,50,0,50,0,40,0,100,50,100,0,50,45
2023,Middle Africa,AFM,Cameroon,CMR,Food security & nutrition,100,50,0,0,,37.5,0,100,50,100,0,50,44.4
2023,Middle Africa,AFM,Cameroon,CMR,Gender statistics,100,50,50,0,0,40,50,100,50,50,50,60,50
2023,Middle Africa,AFM,Cameroon,CMR,Crime & justice,100,50,50,50,0,50,50,100,50,50,50,60,55
2023,Middle Africa,AFM,Cameroon,CMR,Poverty & income,100,50,0,100,0,50,0,100,50,100,0,50,50
2023,Middle Africa,AFM,Cameroon,CMR,Social statistics subscore,75,45,25,40,0,37.8,15,90,45,60,10,44,40.9
2023,Middle Africa,AFM,Cameroon,CMR,National accounts,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Middle Africa,AFM,Cameroon,CMR,Labor,50,50,0,50,0,30,0,100,50,100,0,50,40
2023,Middle Africa,AFM,Cameroon,CMR,Price indexes,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Middle Africa,AFM,Cameroon,CMR,Government finance,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Middle Africa,AFM,Cameroon,CMR,Money & banking,100,100,100,,,100,50,100,50,50,0,50,68.8
2023,Middle Africa,AFM,Cameroon,CMR,International trade,50,50,50,,,50,50,100,0,50,0,40,43.8
2023,Middle Africa,AFM,Cameroon,CMR,Balance of payments,100,100,100,,,100,50,100,0,50,0,40,62.5
2023,Middle Africa,AFM,Cameroon,CMR,Economic & financial statistics subscore,78.6,78.6,71.4,12.5,0,63.5,35.7,100,14.3,57.1,0,41.4,50.8
2023,Middle Africa,AFM,Cameroon,CMR,Agriculture and land use,50,50,50,50,0,40,50,100,50,50,0,50,45
2023,Middle Africa,AFM,Cameroon,CMR,Resource use,50,50,50,0,,37.5,50,100,50,50,50,60,50
2023,Middle Africa,AFM,Cameroon,CMR,Energy,50,50,50,,,50,50,100,0,50,0,40,43.8
2023,Middle Africa,AFM,Cameroon,CMR,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
