"country","source_id","value","descript","spi_indicator_description","spi_indicator_scoring","Pillar","color","max","Score"
"Lao PDR","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Timor-Leste","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Nepal","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Sierra Leone","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Cabo Verde","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Trinidad and Tobago","SPI.DIM4.1.CEN.INDEX",0.3333333333333333,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.333333333333332
"Oman","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Liberia","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Suriname","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Mauritania","SPI.DIM4.1.CEN.INDEX",0.16666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.166666666666666
"Lesotho","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Angola","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Bhutan","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"China","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Lebanon","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Madagascar","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Nicaragua","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
