country,region,income,fragile_conflict,iso3c,date,SPI.INDEX.PIL1,SPI.INDEX.PIL2,SPI.INDEX.PIL3,SPI.INDEX.PIL4,SPI.INDEX.PIL5,SPI.INDEX,SPI.INDEX.quintile,SPI.INDEX.PIL1.quintile,SPI.INDEX.PIL2.quintile,SPI.INDEX.PIL3.quintile,SPI.INDEX.PIL4.quintile,SPI.INDEX.PIL5.quintile,population,iso2c,NY.GDP.PCAP.PP.KD,unit,obs_status,footnote,last_updated
Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,QAT,2024,80,66.8,67.53125,61.19166666666666,65,68.10458333333335,3rd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,2857822,QA,110945.880494642,NA,NA,NA,2025-10-07
Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,PAK,2024,90,61.96666666666666,77.83125000000001,50.50833333333333,60,68.06125,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,251269164,PK,5530.99612925916,NA,NA,NA,2025-10-07
Belize,Latin America & Caribbean,Upper middle income,Other,BLZ,2024,80,67.73333333333333,65.4625,70.22500000000001,55.00000000000001,67.68416666666667,3rd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,4th Quintile,2nd Quintile,417072,BZ,13277.9352658254,NA,NA,NA,2025-10-07
Fiji,East Asia & Pacific,Upper middle income,Other,FJI,2024,80,63.13333333333333,74.3,55.95,65,67.67666666666666,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,928784,FJ,14104.4435804465,NA,NA,NA,2025-10-07
Viet Nam,East Asia & Pacific,Lower middle income,Other,VNM,2024,100,67.66666666666666,80.3,48.224999999999994,40,67.23833333333333,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,2nd Quintile,Bottom 20%,100987686,VN,14415.2159532813,NA,NA,NA,2025-10-07
"Gambia, The",Sub-Saharan Africa,Low income,Other,GMB,2024,90,66.56666666666666,80.19375000000001,48.30833333333334,50,67.01375,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,2nd Quintile,2nd Quintile,2759988,GM,3030.97408356729,NA,NA,NA,2025-10-07
Zimbabwe,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,ZWE,2024,100,66.66666666666666,67.54375,39.8,60,66.80208333333334,3rd Quintile,Top Quintile,3rd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,16634373,ZW,3450.12970768715,NA,NA,NA,2025-10-07
Mozambique,Sub-Saharan Africa,Low income,Conflict,MOZ,2024,90,66.66666666666666,76.2375,45.78333333333333,55.00000000000001,66.73750000000001,3rd Quintile,Top Quintile,3rd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,34631766,MZ,1495.3224081402,NA,NA,NA,2025-10-07
Togo,Sub-Saharan Africa,Low income,Other,TGO,2024,80,68.03333333333332,76.14375,43.583333333333336,65,66.55208333333334,3rd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,9515236,TG,2849.60384966171,NA,NA,NA,2025-10-07
Mali,Sub-Saharan Africa,Low income,Conflict,MLI,2024,100,70.66666666666666,68.53750000000001,43.325,50,66.50583333333333,3rd Quintile,Top Quintile,3rd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,24478595,ML,2910.81542295398,NA,NA,NA,2025-10-07
Cameroon,Sub-Saharan Africa,Lower middle income,Conflict,CMR,2024,70,75,75.4125,39.825,70,66.0475,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,4th Quintile,29123744,CM,4919.14166939977,NA,NA,NA,2025-10-07
Ghana,Sub-Saharan Africa,Lower middle income,Other,GHA,2024,70,66.73333333333333,80.19999999999999,56.75833333333333,55.00000000000001,65.73833333333333,3rd Quintile,2nd Quintile,3rd Quintile,4th Quintile,3rd Quintile,2nd Quintile,34427414,GH,7061.93402799185,NA,NA,NA,2025-10-07
Honduras,Latin America & Caribbean,Lower middle income,Other,HND,2024,90,65.99999999999999,75.4625,36.95,60,65.6825,3rd Quintile,Top Quintile,2nd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,10825703,HN,6585.85535717861,NA,NA,NA,2025-10-07
Seychelles,Sub-Saharan Africa,High income,Other,SYC,2024,90,48,56.66874999999999,58.00000000000001,70,64.53375,3rd Quintile,Top Quintile,Bottom 20%,Bottom 20%,3rd Quintile,4th Quintile,121354,SC,29241.7758048825,NA,NA,NA,2025-10-07
Myanmar,East Asia & Pacific,Lower middle income,Conflict,MMR,2024,70,70.46666666666665,70.13125,52.00833333333333,60,64.52125,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,54500091,MM,5276.29433987853,NA,NA,NA,2025-10-07
Maldives,South Asia,Upper middle income,Other,MDV,2024,70,66.56666666666666,62.93749999999999,62.36666666666666,60,64.37416666666667,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,527799,MV,23351.0538990332,NA,NA,NA,2025-10-07
Malawi,Sub-Saharan Africa,Low income,Other,MWI,2024,80,63.26666666666667,74.06875,49.38333333333333,55.00000000000001,64.34375000000001,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,21655286,MW,1635.85689673716,NA,NA,NA,2025-10-07
Botswana,Sub-Saharan Africa,Upper middle income,Other,BWA,2024,50,68.66666666666667,75.1375,67.25,60,64.21083333333334,2nd Quintile,Bottom 20%,3rd Quintile,3rd Quintile,4th Quintile,3rd Quintile,2521139,BW,18068.5050698005,NA,NA,NA,2025-10-07
St. Lucia,Latin America & Caribbean,Upper middle income,Other,LCA,2024,80,68.13333333333334,63.35625,54.38333333333334,55.00000000000001,64.17458333333333,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,179744,LC,24252.4688588491,NA,NA,NA,2025-10-07
Zambia,Sub-Saharan Africa,Lower middle income,Other,ZMB,2024,90,62.53333333333333,76.025,42.28333333333333,50,64.16833333333334,2nd Quintile,Top Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,21314956,ZM,3716.037353331,NA,NA,NA,2025-10-07
Tajikistan,Europe & Central Asia,Lower middle income,Other,TJK,2024,80,68.96666666666667,65.51875,59.858333333333334,45,63.868750000000006,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,10590927,TJ,4755.93296704719,NA,NA,NA,2025-10-07
"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Other,IRN,2024,66.60000000000001,62.79999999999999,68.28750000000001,69.89999999999999,50,63.517500000000005,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,4th Quintile,2nd Quintile,91567738,IR,16224.0353445835,NA,NA,NA,2025-10-07
Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,KWT,2024,60,68.86666666666666,65.69375000000001,62.31666666666666,60,63.37541666666667,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,4973861,KW,45426.9453957872,NA,NA,NA,2025-10-07
Antigua and Barbuda,Latin America & Caribbean,High income,Other,ATG,2024,80,62.9,64.93750000000001,53.21666666666667,55.00000000000001,63.21083333333335,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,93772,AG,29561.807425139,NA,NA,NA,2025-10-07
Tonga,East Asia & Pacific,Upper middle income,Other,TON,2024,80,62.16666666666666,68.15,60.7,45,63.20333333333333,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,104175,TO,NA,NA,NA,NA,2025-10-07
Cambodia,East Asia & Pacific,Lower middle income,Other,KHM,2024,60,64.26666666666667,79.21875,46.583333333333336,65,63.013750000000016,2nd Quintile,2nd Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,17638801,KH,7011.58146903476,NA,NA,NA,2025-10-07
Samoa,East Asia & Pacific,Upper middle income,Other,WSM,2024,80,63.7,69.80625,50.641666666666666,50,62.82958333333334,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,218019,WS,6894.88985532565,NA,NA,NA,2025-10-07
Ethiopia,Sub-Saharan Africa,Not classified,Conflict,ETH,2024,90,64.43333333333332,74.96875,34.34166666666667,45,61.748749999999994,2nd Quintile,Top Quintile,2nd Quintile,3rd Quintile,Bottom 20%,2nd Quintile,132059767,ET,2884.26460712345,NA,NA,NA,2025-10-07
Barbados,Latin America & Caribbean,High income,Other,BRB,2024,80,62.56666666666666,53.6375,52.49166666666667,60,61.73916666666667,2nd Quintile,3rd Quintile,2nd Quintile,Bottom 20%,3rd Quintile,3rd Quintile,282467,BB,19945.7371938511,NA,NA,NA,2025-10-07
Brunei Darussalam,East Asia & Pacific,High income,Other,BRN,2024,80,72.23333333333332,61.562499999999986,53.39166666666666,40,61.437499999999986,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,Bottom 20%,462721,BN,79184.0920389224,NA,NA,NA,2025-10-07
Eswatini,Sub-Saharan Africa,Lower middle income,Other,SWZ,2024,80,62.53333333333333,76.125,31.16666666666667,55.00000000000001,60.965,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,Bottom 20%,2nd Quintile,1242822,SZ,10367.2682554184,NA,NA,NA,2025-10-07
Palau,East Asia & Pacific,High income,Other,PLW,2024,70,61.566666666666656,62.3625,55.84166666666667,55.00000000000001,60.954166666666666,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,17695,PW,NA,NA,NA,NA,2025-10-07
Lao PDR,East Asia & Pacific,Lower middle income,Other,LAO,2024,90,67.39999999999999,67.38125,44.425,35,60.84124999999999,2nd Quintile,Top Quintile,3rd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,7769819,LA,8610.90166279666,NA,NA,NA,2025-10-07
Timor-Leste,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,TLS,2024,80,61.76666666666666,63.025,42.791666666666664,55.00000000000001,60.51666666666667,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,1400638,TL,4186.21470887981,NA,NA,NA,2025-10-07
Nepal,South Asia,Lower middle income,Other,NPL,2024,60,66.23333333333332,79.10625000000002,46.5,50,60.367916666666666,2nd Quintile,2nd Quintile,2nd Quintile,4th Quintile,2nd Quintile,2nd Quintile,29651054,NP,5046.81592972946,NA,NA,NA,2025-10-07
Sierra Leone,Sub-Saharan Africa,Low income,Other,SLE,2024,70,64.36666666666666,68.65,41.69166666666667,55.00000000000001,59.94166666666667,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,8642022,SL,3092.8305770948,NA,NA,NA,2025-10-07
Cabo Verde,Sub-Saharan Africa,Upper middle income,Other,CPV,2024,80,31.799999999999994,64.66875,67.9,55.00000000000001,59.87375,2nd Quintile,3rd Quintile,Bottom 20%,2nd Quintile,4th Quintile,2nd Quintile,524877,CV,9907.58847498474,NA,NA,NA,2025-10-07
Trinidad and Tobago,Latin America & Caribbean,High income,Other,TTO,2024,70,68.1,67.11250000000001,41.70833333333333,50,59.38416666666667,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,1368333,TT,31689.7318842923,NA,NA,NA,2025-10-07
Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,OMN,2024,70,48.83333333333333,58.6125,63.65833333333333,55.00000000000001,59.22083333333333,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,3rd Quintile,2nd Quintile,5281538,OM,36654.2311606123,NA,NA,NA,2025-10-07
Liberia,Sub-Saharan Africa,Low income,Other,LBR,2024,60,59.93333333333333,71.625,44.05,60,59.12166666666667,2nd Quintile,2nd Quintile,Bottom 20%,3rd Quintile,2nd Quintile,3rd Quintile,5612817,LR,1658.2599942501,NA,NA,NA,2025-10-07
Suriname,Latin America & Caribbean,Upper middle income,Other,SUR,2024,46.6,72.63333333333333,60.875,58.01666666666666,55.00000000000001,58.62500000000001,2nd Quintile,Bottom 20%,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,634431,SR,19413.2971787064,NA,NA,NA,2025-10-07
Mauritania,Sub-Saharan Africa,Lower middle income,Other,MRT,2024,80,63.9,62.80000000000001,25.541666666666668,60,58.448333333333345,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,3rd Quintile,5169395,MR,6396.99125827366,NA,NA,NA,2025-10-07
Lesotho,Sub-Saharan Africa,Lower middle income,Other,LSO,2024,80,31.466666666666665,71.03125,53.7,55.00000000000001,58.23958333333334,2nd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,3rd Quintile,2nd Quintile,2337423,LS,2637.91651023395,NA,NA,NA,2025-10-07
Angola,Sub-Saharan Africa,Lower middle income,Other,AGO,2024,60,63.06666666666667,69.11875,48.575,50,58.15208333333334,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,37885849,AO,7344.14537855393,NA,NA,NA,2025-10-07
Bhutan,South Asia,Lower middle income,Other,BTN,2024,70,66.33333333333333,65.775,47.75,40,57.971666666666664,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,791524,BT,NA,NA,NA,NA,2025-10-07
China,East Asia & Pacific,Upper middle income,Other,CHN,2024,73.4,43.93333333333333,76.6,40.7,55.00000000000001,57.92666666666667,2nd Quintile,2nd Quintile,Bottom 20%,4th Quintile,2nd Quintile,2nd Quintile,1408975000,CN,23845.6197217259,NA,NA,NA,2025-10-07
Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Institutional and Social Fragility,LBN,2024,80,62.79999999999999,63.14375000000001,48.125,35,57.813750000000006,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,5805962,LB,NA,NA,NA,NA,2025-10-07
Madagascar,Sub-Saharan Africa,Low income,Other,MDG,2024,70,61.76666666666666,73.46875,37.24999999999999,45,57.49708333333333,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,Bottom 20%,2nd Quintile,31964956,MG,1657.0497062251,NA,NA,NA,2025-10-07
Nicaragua,Latin America & Caribbean,Lower middle income,Other,NIC,2024,60,63.19999999999999,62.94374999999999,37.875,55.00000000000001,55.803749999999994,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,6916140,NI,7661.60202722818,NA,NA,NA,2025-10-07
Namibia,Sub-Saharan Africa,Lower middle income,Other,NAM,2024,40,66.63333333333333,69.4625,37.224999999999994,65,55.664166666666674,2nd Quintile,Bottom 20%,3rd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,3030131,NA,10281.3356370344,NA,NA,NA,2025-10-07
Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Other,DZA,2024,60,58.9,67.9875,44.3,45,55.2375,2nd Quintile,2nd Quintile,Bottom 20%,3rd Quintile,2nd Quintile,2nd Quintile,46814308,DZ,15442.1244460542,NA,NA,NA,2025-10-07
Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,Conflict,AFG,2024,66.60000000000001,65.10000000000001,64.55625,20.675,55.00000000000001,54.38625,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,42647492,AF,NA,NA,NA,NA,2025-10-07
Guyana,Latin America & Caribbean,High income,Other,GUY,2024,60,66.83333333333333,64.75,33.708333333333336,45,54.05833333333333,Bottom 20%,2nd Quintile,3rd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,831087,GY,70297.4030938909,NA,NA,NA,2025-10-07
Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Conflict,IRQ,2024,60,66.26666666666667,66.525,37.125,40,53.98333333333334,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,46042015,IQ,12725.0431260393,NA,NA,NA,2025-10-07
Chad,Sub-Saharan Africa,Low income,Institutional and Social Fragility,TCD,2024,63.4,66.73333333333333,62.95625,24.741666666666667,50,53.56625,Bottom 20%,2nd Quintile,3rd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,20299123,TD,2605.77164183974,NA,NA,NA,2025-10-07
Vanuatu,East Asia & Pacific,Lower middle income,Other,VUT,2024,56.60000000000001,61.66666666666667,70.49375,43.474999999999994,35,53.44708333333333,Bottom 20%,Bottom 20%,2nd Quintile,3rd Quintile,2nd Quintile,Bottom 20%,327777,VU,3169.23242933515,NA,NA,NA,2025-10-07
Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,STP,2024,60,65.66666666666666,55.59375000000001,48.59166666666667,35,52.970416666666665,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,235536,ST,5480.43526105768,NA,NA,NA,2025-10-07
Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,BHR,2024,60,39.53333333333333,56.33125,63.94166666666668,40,51.96125000000001,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,3rd Quintile,Bottom 20%,1588670,BH,59129.1406763003,NA,NA,NA,2025-10-07
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Other,VCT,2024,50,66.3,55.1875,48.30833333333334,40,51.95916666666667,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,100616,VC,18714.198849353,NA,NA,NA,2025-10-07
"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,Other,SOM,2024,60,48.73333333333333,63.087500000000006,16.733333333333334,70,51.710833333333326,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,4th Quintile,19009151,SO,1408.27829822017,NA,NA,NA,2025-10-07
"Bahamas, The",Latin America & Caribbean,High income,Other,BHS,2024,70,27.3,47.01875,36.96666666666666,75,51.25708333333334,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,Bottom 20%,4th Quintile,401283,BS,36244.0360489936,NA,NA,NA,2025-10-07
Solomon Islands,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,SLB,2024,60,62.76666666666666,60.925,26.466666666666665,45,51.031666666666666,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,819198,SB,2527.07485921558,NA,NA,NA,2025-10-07
Grenada,Latin America & Caribbean,Upper middle income,Other,GRD,2024,80,28.833333333333332,59.34375000000001,45.875,40,50.81041666666668,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,117207,GD,17742.1755724633,NA,NA,NA,2025-10-07
Comoros,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,COM,2024,80,33.599999999999994,72.94375000000001,25.975000000000005,40,50.50375,Bottom 20%,3rd Quintile,Bottom 20%,3rd Quintile,Bottom 20%,Bottom 20%,866628,KM,3567.51386511576,NA,NA,NA,2025-10-07
Kiribati,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,KIR,2024,50,63.06666666666667,60.22500000000001,31.916666666666664,45,50.04166666666667,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,134518,KI,3257.13634647411,NA,NA,NA,2025-10-07
Guinea,Sub-Saharan Africa,Lower middle income,Other,GIN,2024,66.60000000000001,30.59999999999999,62.650000000000006,34.71666666666667,55.00000000000001,49.91333333333334,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,14754785,GN,4028.48347380899,NA,NA,NA,2025-10-07
Andorra,Europe & Central Asia,High income,Other,AND,2024,60,55.03333333333333,51.6625,57.641666666666666,25,49.8675,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,3rd Quintile,Bottom 20%,81938,AD,65928.3071971004,NA,NA,NA,2025-10-07
Nauru,East Asia & Pacific,High income,Other,NRU,2024,70,40.7,63.45625,50.541666666666664,15,47.93958333333334,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,11947,NR,12604.062534187,NA,NA,NA,2025-10-07
Guinea-Bissau,Sub-Saharan Africa,Low income,Institutional and Social Fragility,GNB,2024,80,29.5,58.20000000000001,19.916666666666668,50,47.52333333333334,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,2201352,GW,2685.6174278336,NA,NA,NA,2025-10-07
Central African Republic,Sub-Saharan Africa,Low income,Conflict,CAF,2024,50,75.73333333333332,58.37500000000001,10.1,40,46.84166666666666,Bottom 20%,Bottom 20%,3rd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,5330690,CF,1111.65331166746,NA,NA,NA,2025-10-07
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Conflict,COD,2024,40,62.79999999999999,64.25625000000001,24.35,40,46.28125000000001,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,109276265,CD,1504.14374011806,NA,NA,NA,2025-10-07
Gabon,Sub-Saharan Africa,Upper middle income,Other,GAB,2024,60,30.233333333333334,62.39375,29.78333333333334,45,45.48208333333334,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,2538952,GA,18923.0900476678,NA,NA,NA,2025-10-07
Burundi,Sub-Saharan Africa,Low income,Institutional and Social Fragility,BDI,2024,50,42.46666666666666,70.03125,18.71666666666667,45,45.24291666666667,Bottom 20%,Bottom 20%,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,14047786,BI,835.620859248356,NA,NA,NA,2025-10-07
Papua New Guinea,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,PNG,2024,50,62.23333333333334,66.4375,14.466666666666669,25,43.6275,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,10576502,PG,4300.72597086628,NA,NA,NA,2025-10-07
Marshall Islands,East Asia & Pacific,Upper middle income,Institutional and Social Fragility,MHL,2024,30,62.33333333333333,59.26875,36.1,30,43.540416666666665,Bottom 20%,Bottom 20%,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,37548,MH,7212.33432756108,NA,NA,NA,2025-10-07
Tuvalu,East Asia & Pacific,Upper middle income,Institutional and Social Fragility,TUV,2024,50,61.06666666666667,60.375,28.641666666666666,15,43.01666666666667,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,9646,TV,NA,NA,NA,NA,2025-10-07
