iso3c,date,source,reported_value
BOL,2012,HIES - Household Survey,68.622
BOL,2011,HIES - Household Survey,71.976
BOL,2009,HIES - Household Survey,72.118
BOL,2008,HIES - Household Survey,71.814
BOL,2007,LFS - Continuous Employment Survey,49.76
BOL,2006,HIES - Household Survey,72.72
BOL,2005,HIES - Household Survey,69.976
BOL,2004,HIES - Household Survey,73.1
BOL,2003,HIES - Household Survey,73.1
BOL,2002,HIES - Household Survey,72.3
BOL,2001,HIES - Household Survey,67.8
BOL,2000,LFS - Continuous Employment Survey,70.35
BOL,1999,HIES - Household Survey,71.457
BOL,1997,LFS - Continuous Employment Survey,70.66
BOL,1996,LFS - Continuous Employment Survey,64.7
BOL,1995,LFS - Continuous Employment Survey,63.66
BOL,1994,HIES - Household Survey,53.7
BOL,1993,HIES - Household Survey,52.6
BOL,1992,HIES - Continuous Household Survey,59.333
BOL,1991,LFS - Continuous Employment Survey,51.68
BOL,1990,HIES - Continuous Household Survey,60.025
BOL,1989,LFS - Continuous Employment Survey,53.27
BOL,1987,OE - Official Estimates,53.66
BOL,1986,OE - Official Estimates,53.16
BOL,1985,OE - Official Estimates,52.48
BOL,1982,OE - Official Estimates,53.41
BOL,1981,OE - Official Estimates,54.21
BOL,1980,OE - Official Estimates,54.44
BOL,1976,PC - Population and Housing Census,52.95
BOL,1950,PC - Population and Housing Census,75.54
BRA,2024,HS - Continuous National Household Sample Survey,63.208
BRA,2023,HS - Continuous National Household Sample Survey,62.754
BRA,2022,HS - Continuous National Household Sample Survey,63.347
BRA,2021,HS - Continuous National Household Sample Survey,62.269
BRA,2020,HS - Continuous National Household Sample Survey,60.288
BRA,2019,HS - Continuous National Household Sample Survey,64.672
BRA,2018,HS - Continuous National Household Sample Survey,64.226
BRA,2017,HS - Continuous National Household Sample Survey,64.183
BRA,2016,HS - Continuous National Household Sample Survey,63.876
BRA,2015,HS - Continuous National Household Sample Survey,63.806
BRA,2014,HS - Continuous National Household Sample Survey,63.515
BRA,2013,HS - Continuous National Household Sample Survey,63.723
BRA,2012,HS - Continuous National Household Sample Survey,63.787
BRA,2011,HS - National Household Sample Survey,65.681
BRA,2009,HS - National Household Sample Survey,68.214
BRA,2008,HS - National Household Sample Survey,68.031
BRA,2007,HS - National Household Sample Survey,68.251
BRA,2006,HS - National Household Sample Survey,68.642
BRA,2005,HS - National Household Sample Survey,68.972
BRA,2004,HS - National Household Sample Survey,68.293
BRA,2003,HS - National Household Sample Survey,67.761
BRA,2002,HS - National Household Sample Survey,67.904
BRA,2001,HS - National Household Sample Survey,67.033
BRA,1999,HS - National Household Sample Survey,66.378
BRA,1998,HS - National Household Sample Survey,65.756
BRA,1997,HS - National Household Sample Survey,65.636
BRA,1996,HS - National Household Sample Survey,64.721
BRA,1995,HS - National Household Sample Survey,66.473
BRA,1993,HS - National Household Sample Survey,68.17
BRA,1992,HS - National Household Sample Survey,68.943
BRA,1991,PC - Population Census,63.63
BRA,1990,HS - National Household Sample Survey,64.35
BRA,1989,HS - National Household Sample Survey,64.232
BRA,1988,HS - National Household Sample Survey,63.61
BRA,1987,HS - National Household Sample Survey,63.79
BRA,1986,HS - National Household Sample Survey,62.37
BRA,1985,HS - National Household Sample Survey,62.53
BRA,1980,PC - Population Census,55.98
BRA,1973,HS - National Household Sample Survey,61.58
BRA,1970,PC - Population Census,51.93
BRA,1960,PC - Population Census,53.16
BRB,2023,LFS - Labour Force Survey,61.522
BRB,2022,LFS - Labour Force Survey,62.26
BRB,2021,LFS - Labour Force Survey,59.823
BRB,2019,LFS - Labour Force Survey,62.315
BRB,2018,LFS - Labour Force Survey,63.577
BRB,2017,LFS - Labour Force Survey,64.391
BRB,2016,LFS - Labour Force Survey,65.436
BRB,2015,LFS - Labour Force Survey,63.963
BRB,2014,LFS - Labour Force Survey,63.88
BRB,2013,LFS - Labour Force Survey,66.71
BRB,2012,LFS - Labour Force Survey,66.19
BRB,2011,LFS - Labour Force Survey,67.59
BRB,2010,LFS - Labour Force Survey,66.6
BRB,2009,LFS - Labour Force Survey,66.96
BRB,2004,LFS - Labour Force Survey,69.68
BRB,2003,LFS - Labour Force Survey,69.25
BRB,1997,LFS - Labour Force Survey,67.72
BRB,1996,LFS - Labour Force Survey,67
BRB,1995,LFS - Labour Force Survey,68.16
BRB,1994,LFS - Labour Force Survey,67.47
BRB,1992,LFS - Labour Force Survey,66.12
BRB,1991,LFS - Labour Force Survey,65.19
BRB,1990,LFS - Labour Force Survey,67.34
BRB,1989,LFS - Labour Force Survey,68.6
BRB,1988,LFS - Labour Force Survey,67.45
BRB,1987,LFS - Labour Force Survey,66.54
BRB,1986,LFS - Labour Force Survey,65.45
BRB,1983,LFS - Labour Force Survey,64.01
BRB,1980,PC - Population Census,64.3
BRB,1978,LFS - Labour Force Survey,41.33
BRB,1970,PC - Population Census,61.16
BRB,1966,LFS - Labour Force Survey,38.04
BRB,1960,PC - Population Census,39.69
BRN,2023,LFS - Labour Force Survey,63.868
BRN,2022,LFS - Labour Force Survey,62.788
BRN,2021,LFS - Labour Force Survey,63.75
BRN,2020,LFS - Labour Force Survey,65.216
BRN,2019,LFS - Labour Force Survey,64.184
BRN,2018,LFS - Labour Force Survey,65.395
BRN,2017,LFS - Labour Force Survey,62.728
BRN,2014,LFS - Labour Force Survey,65.987
BRN,2011,OE - Official Estimates,66.4
BRN,2001,PC - Population Census,67.95
BRN,1991,PC - Population Census,65.57
BRN,1986,PC - Population Census,60.3
BRN,1981,PC - Population Census,59.61
BRN,1978,OE - Official Estimates,60.34
BRN,1971,PC - Population Census,53.14
BRN,1960,PC - Population Census,55.46
BTN,2024,LFS - Labour Force Survey,63.953
BTN,2023,LFS - Labour Force Survey,64.994
BTN,2022,LFS - Labour Force Survey,63.094
BTN,2021,LFS - Labour Force Survey,69.094
BTN,2020,LFS - Labour Force Survey,67.827
BTN,2019,LFS - Labour Force Survey,66.364
BTN,2018,LFS - Labour Force Survey,62.603
BTN,2015,LFS - Labour Force Survey,63.14
BTN,2014,LFS - Labour Force Survey,62.61
BTN,2013,LFS - Labour Force Survey,65.3
BTN,2012,LFS - Labour Force Survey,64.36
BTN,2011,LFS - Labour Force Survey,67.39
BTN,2010,LFS - Labour Force Survey,68.15
BTN,2009,LFS - Labour Force Survey,69.7
BTN,2006,LFS - Labour Force Survey,61.8
BTN,2005,PC - Population Census,60.44
BWA,2024,HS - Multi-Topic Household Survey,69.055
BWA,2023,HS - Multi-Topic Household Survey,67.828
BWA,2022,HS - Multi-Topic Household Survey,64.604
BWA,2021,HS - Multi-Topic Household Survey,64.18
BWA,2020,HS - Multi-Topic Household Survey,66.288
BWA,2019,HS - Multi-Topic Household Survey,63.895
BWA,2013,"HS - Core Welfare Indicators Survey, Poverty",69.58
BWA,2011,PC - Population Census,58.678
BWA,2010,"HS - Core Welfare Indicators Survey, Poverty",59.13
BWA,2009,"HS - Core Welfare Indicators Survey, Poverty",62.186
BWA,2006,LFS - Labour Force Survey,58.852
BWA,2003,LFS - Labour Force Survey,53.5
BWA,2001,PC - Population Census,55.04
BWA,2000,LFS - Labour Force Survey,57.44
BWA,1998,LFS - Labour Force Survey,57.85
BWA,1996,LFS - Labour Force Survey,52.375
BWA,1994,LFS - Labour Force Survey,60.6
BWA,1991,PC - Population Census,57.38
BWA,1985,LFS - Labour Force Survey,70.28
BWA,1981,PC - Population Census,60.78
BWA,1971,PC - Population Census,47.41
BWA,1964,PC - Population Census,46.16
CAF,1988,PC - Population Census,77.72
CAF,1975,PC - Population Census,61.48
CAN,2024,LFS - Labour Force Survey,65.22
CAN,2023,LFS - Labour Force Survey,65.614
CAN,2022,LFS - Labour Force Survey,65.437
CAN,2021,LFS - Labour Force Survey,65.39
CAN,2020,LFS - Labour Force Survey,64.319
CAN,2019,LFS - Labour Force Survey,66.053
CAN,2018,LFS - Labour Force Survey,65.795
CAN,2017,LFS - Labour Force Survey,66.046
CAN,2016,LFS - Labour Force Survey,65.923
CAN,2015,LFS - Labour Force Survey,66.178
CAN,2014,LFS - Labour Force Survey,66.31
CAN,2013,LFS - Labour Force Survey,66.82
CAN,2012,LFS - Labour Force Survey,66.844
CAN,2011,LFS - Labour Force Survey,66.906
CAN,2010,LFS - Labour Force Survey,67.052
CAN,2009,LFS - Labour Force Survey,67.275
CAN,2008,LFS - Labour Force Survey,67.596
CAN,2007,LFS - Labour Force Survey,67.46
CAN,2006,LFS - Labour Force Survey,67.192
CAN,2005,LFS - Labour Force Survey,67.142
CAN,2004,LFS - Labour Force Survey,67.487
CAN,2003,LFS - Labour Force Survey,67.561
CAN,2002,LFS - Labour Force Survey,66.862
CAN,2001,LFS - Labour Force Survey,65.907
CAN,2000,LFS - Labour Force Survey,65.762
CAN,1999,LFS - Labour Force Survey,65.529
CAN,1998,LFS - Labour Force Survey,65.126
CAN,1997,LFS - Labour Force Survey,64.872
CAN,1996,LFS - Labour Force Survey,64.673
CAN,1995,LFS - Labour Force Survey,64.824
CAN,1994,LFS - Labour Force Survey,65.155
CAN,1993,LFS - Labour Force Survey,65.338
CAN,1992,LFS - Labour Force Survey,65.701
CAN,1991,LFS - Labour Force Survey,66.577
CAN,1990,LFS - Labour Force Survey,67.145
CAN,1989,LFS - Labour Force Survey,67.263
CAN,1988,LFS - Labour Force Survey,66.849
CAN,1987,LFS - Labour Force Survey,66.473
CAN,1986,LFS - Labour Force Survey,66.106
CAN,1985,LFS - Labour Force Survey,65.646
CAN,1984,LFS - Labour Force Survey,65.047
CAN,1983,LFS - Labour Force Survey,64.726
CAN,1982,LFS - Labour Force Survey,64.396
CAN,1981,LFS - Labour Force Survey,65.034
CAN,1980,LFS - Labour Force Survey,64.27
CAN,1979,LFS - Labour Force Survey,63.671
CAN,1978,LFS - Labour Force Survey,62.741
CAN,1977,LFS - Labour Force Survey,61.858
CAN,1976,LFS - Labour Force Survey,61.503
CAN,1971,PC - Population Census,58.02
CAN,1961,PC - Population Census,54.04
CAN,1951,PC - Population Census,53.26
CHE,2024,LFS - Labour Force Survey,67.508
CHE,2023,LFS - Labour Force Survey,67.651
CHE,2022,LFS - Labour Force Survey,67.077
CHE,2021,LFS - Labour Force Survey,67.642
CHE,2020,LFS - Labour Force Survey,67.866
CHE,2019,LFS - Labour Force Survey,68.231
CHE,2018,LFS - Labour Force Survey,68.484
CHE,2017,LFS - Labour Force Survey,68.444
CHE,2016,LFS - Labour Force Survey,68.569
CHE,2015,LFS - Labour Force Survey,68.147
CHE,2014,LFS - Labour Force Survey,67.909
CHE,2013,LFS - Labour Force Survey,67.537
CHE,2012,LFS - Labour Force Survey,67.524
CHE,2011,LFS - Labour Force Survey,67.456
CHE,2010,LFS - Labour Force Survey,66.999
CHE,2009,LFS - Labour Force Survey,68.233
CHE,2008,LFS - Labour Force Survey,68.187
CHE,2007,LFS - Labour Force Survey,67.622
CHE,2006,LFS - Labour Force Survey,67.351
CHE,2005,LFS - Labour Force Survey,66.976
CHE,2004,LFS - Labour Force Survey,67.274
CHE,2003,LFS - Labour Force Survey,67.846
CHE,2002,LFS - Labour Force Survey,67.72
CHE,2001,LFS - Labour Force Survey,67.801
CHE,2000,LFS - Labour Force Survey,67.36
CHE,1999,LFS - Labour Force Survey,67.795
CHE,1998,LFS - Labour Force Survey,67.97
CHE,1997,LFS - Labour Force Survey,67.362
CHE,1996,LFS - Labour Force Survey,67.498
CHE,1995,LFS - Labour Force Survey,64.168
CHE,1994,LFS - Labour Force Survey,64.122
CHE,1993,LFS - Labour Force Survey,65.059
CHE,1992,LFS - Labour Force Survey,64.74
CHE,1991,LFS - Labour Force Survey,64.863
CHE,1990,PC - Population Census,63.98
CHE,1989,OE - Official Estimates,52.59
CHE,1988,OE - Official Estimates,52.17
CHE,1986,OE - Official Estimates,51.7
CHE,1985,OE - Official Estimates,51.52
CHE,1980,PC - Population Census,60.1
CHE,1979,OE - Official Estimates,47.21
CHE,1978,OE - Official Estimates,46.93
CHE,1970,PC - Population Census,62.35
CHE,1960,PC - Population Census,60.45
CHE,1950,PC - Population Census,59.74
CHL,2024,LFS - National Employment Survey,62.321
CHL,2023,LFS - National Employment Survey,61.574
CHL,2022,LFS - National Employment Survey,60.191
CHL,2021,LFS - National Employment Survey,57.638
CHL,2020,LFS - National Employment Survey,56.514
CHL,2019,LFS - National Employment Survey,63.117
CHL,2018,LFS - National Employment Survey,63.242
CHL,2017,LFS - National Employment Survey,62.951
CHL,2016,LFS - National Employment Survey,62.324
CHL,2015,LFS - National Employment Survey,62.262
CHL,2014,LFS - National Employment Survey,62.118
CHL,2013,LFS - National Employment Survey,61.811
CHL,2012,LFS - National Employment Survey,61.688
CHL,2011,LFS - National Employment Survey,61.715
CHL,2010,LFS - National Employment Survey,60.369
CHL,2009,LFS - National Employment Survey,58.345
CHL,2008,LFS - National Employment Survey,58.546
CHL,2007,LFS - National Employment Survey,57.348
CHL,2006,LFS - National Employment Survey,56.875
CHL,2005,LFS - National Employment Survey,55.735
CHL,2004,LFS - National Employment Survey,55.397
CHL,2003,LFS - National Employment Survey,55.031
CHL,2002,LFS - National Employment Survey,54.512
CHL,2001,LFS - National Employment Survey,55.014
CHL,2000,LFS - National Employment Survey,55.909
CHL,1999,LFS - National Employment Survey,56.647
CHL,1998,LFS - National Employment Survey,56.752
CHL,1997,LFS - National Employment Survey,56.619
CHL,1996,LFS - National Employment Survey,56.63
CHL,1995,LFS - National Employment Survey,53.92
CHL,1994,LFS - National Employment Survey,55.17
CHL,1993,LFS - National Employment Survey,55.32
CHL,1992,LFS - National Employment Survey,53.81
CHL,1991,LFS - National Employment Survey,52.57
CHL,1990,LFS - National Employment Survey,52.75
CHL,1989,LFS - National Employment Survey,53.04
CHL,1988,LFS - National Employment Survey,52.52
CHL,1986,LFS - National Employment Survey,50.89
CHL,1985,LFS - National Employment Survey,51.32
CHL,1984,LFS - National Employment Survey,48.14
CHL,1983,LFS - National Employment Survey,47.54
CHL,1982,LFS - National Employment Survey,47.18
CHL,1981,LFS - National Employment Survey,47.78
CHL,1980,LFS - National Employment Survey,47.12
CHL,1970,PC - Population and Housing Census,49.4
CHL,1960,PC - Population and Housing Census,52.78
CHL,1952,PC - Population and Housing Census,57.03
CHN,2016,OE - Official Estimates,70.89
CHN,2015,OE - Official Estimates,70.69
CHN,2014,OE - Official Estimates,70.63
CHN,2013,OE - Official Estimates,70.68
CHN,2012,OE - Official Estimates,70.7
CHN,2011,OE - Official Estimates,70.84
CHN,2010,PC - Population Census,70.96
CHN,2009,OE - Official Estimates,72.46
CHN,2008,OE - Official Estimates,72.83
CHN,2007,OE - Official Estimates,73.18
CHN,2006,OE - Official Estimates,73.73
CHN,2005,OE - Official Estimates,74.24
CHN,2004,OE - Official Estimates,74.24
CHN,2003,OE - Official Estimates,74.99
CHN,2002,OE - Official Estimates,75.66
CHN,2001,OE - Official Estimates,76.46
CHN,2000,PC - Population Census,74.19
CHN,1990,PC - Population Census,79.17
CHN,1982,PC - Population Census,78.74
NA,2022,HIES - Living Standards Measurement Survey,67.149
NA,2019,LFS - National Survey on the Employment Situation,64.684
NA,2017,LFS - Regional Integrated Survey on Employment and the Informal Sector,56.062
NA,2016,LFS - National Survey on the Employment Situation,66.829
NA,2013,LFS - National Survey on the Employment Situation,75.348
NA,2012,LFS - National Survey on the Employment Situation,67.269
NA,1998,PC - Population and Housing Census,65.17
NA,1995,PC - Population and Housing Census,46.3
NA,1988,PC - Population and Housing Census,65.91
NA,1978,OE - Official Estimates,77.68
NA,1975,PC - Population and Housing Census,68.93
NA,1970,OE - Official Estimates,57.2
NA,1964,OE - Official Estimates,81.42
CMR,2021,HS - Household Survey,65.315
CMR,2014,HS - Household Survey,72.099
CMR,2010,HS - Household Survey,76.23
CMR,2007,HS - Household Survey,81.727
CMR,2005,PC - Population Census,54.909
CMR,2001,HS - Household Survey,70.7
CMR,2000,OE - Official Estimates,38.47
CMR,1996,HS - Household Survey,68.3
CMR,1987,OE - Official Estimates,39.45
CMR,1985,OE - Official Estimates,65.43
CMR,1982,OE - Official Estimates,65.61
CMR,1980,OE - Official Estimates,65.88
CMR,1976,PC - Population Census,64.05
NA,2020,HIES - Indicator Cluster Survey,63.44
NA,2012,LFS - Survey on Employment and household's living conditions,66.025
NA,2005,LFS - Survey on Employment and household's living conditions,72.581
NA,1957,LFS - Survey on Employment and household's living conditions,81.71
COG,2012,LFS - Employment Survey,53.1
COG,2009,LFS - Employment Survey,44.925
COG,2005,HIES - Core Welfare Indicators Questionnaire,67.918
COG,1984,PC - Population Census,58.89
COG,1974,PC - Population Census,67.99
COK,2023,LFS - Labour Force Survey,71.68
COK,2019,LFS - Labour Force Survey,70.89
COK,2016,HIES - Household Income and Expenditure Survey,69.734
COK,2011,PC - Population Census,70.98
COK,2006,PC - Population Census,70.22
COK,2001,PC - Population Census,69
COK,1996,PC - Population Census,51.82
COK,1991,PC - Population Census,58.06
COK,1986,PC - Population Census,65.74
COK,1981,PC - Population Census,59.71
COK,1976,PC - Population Census,59.52
COK,1966,PC - Population Census,62.26
COK,1956,PC - Population Census,30.79
COL,2024,LFS - Integrated Household Survey,63.528
COL,2023,LFS - Integrated Household Survey,63.736
COL,2022,LFS - Integrated Household Survey,63.155
COL,2021,LFS - Integrated Household Survey,64.33
COL,2020,LFS - Integrated Household Survey,59.732
COL,2019,LFS - Integrated Household Survey,64.322
COL,2018,LFS - Integrated Household Survey,65.237
COL,2017,LFS - Integrated Household Survey,66.013
COL,2016,LFS - Integrated Household Survey,66.418
COL,2015,LFS - Integrated Household Survey,67.019
COL,2014,LFS - Integrated Household Survey,66.991
COL,2013,LFS - Integrated Household Survey,67.273
COL,2012,LFS - Integrated Household Survey,68.072
COL,2011,LFS - Integrated Household Survey,67.514
COL,2010,LFS - Integrated Household Survey,67.079
COL,2009,LFS - Integrated Household Survey,66.39
COL,2008,LFS - Integrated Household Survey,63.618
COL,2007,LFS - Integrated Household Survey,63.209
COL,2005,HS - Continuous Household Survey,65.339
COL,2004,HS - Continuous Household Survey,65.937
COL,2003,HS - Continuous Household Survey,67.436
COL,2002,HS - Continuous Household Survey,66.596
COL,2001,HS - Continuous Household Survey,67.635
COL,2000,LFS - Integrated Household Survey,64.85
COL,1999,LFS - Integrated Household Survey,67.98
COL,1998,LFS - Integrated Household Survey,65.46
COL,1997,LFS - Integrated Household Survey,63.8
COL,1996,LFS - Integrated Household Survey,45.9
COL,1993,LFS - Integrated Household Survey,71.28
COL,1990,LFS - Integrated Household Survey,61.46
COL,1989,LFS - Integrated Household Survey,61.17
COL,1987,LFS - Integrated Household Survey,44
COL,1986,LFS - Integrated Household Survey,42.3
COL,1985,PC - Population Census,49.43
COL,1980,LFS - Integrated Household Survey,47.5
COL,1973,PC - Population Census,49.77
COL,1964,PC - Population Census,52.59
COL,1951,PC - Population Census,55.8
COM,2021,LFS - National Survey on Employment and the Informal Sector,55.195
COM,2014,LFS - National Survey on Employment and the Informal Sector,44.467
COM,2004,HS - Integrated Household Survey,41.376
COM,1991,PC - Population Census,44.97
COM,1980,PC - Population Census,53.54
CPV,2019,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,57.43
CPV,2018,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,55.56
CPV,2017,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,59.18
CPV,2015,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,63.52
CPV,2010,PC - Population Census,59.12
CPV,2009,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,55.841
CPV,1990,PC - Population Census,60.89
