ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Brazil,Labour force participation rate by sex and age (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (5-year bands): Total,2017,62.36,,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,Labour force participation rate by sex and age (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (5-year bands): Total,2018,62.25,,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,Labour force participation rate by sex and age (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (5-year bands): Total,2019,62.61,,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,Labour force participation rate by sex and age (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Sex: Total,Age (5-year bands): Total,2020,57.28,,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,Labour force participation rate by sex and age (%),HS - Pesquisa Nacional por Amostra de Domicílios,Sex: Total,Age (5-year bands): Total,2011,65.15,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,66.6,,,,
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,67.59,,,,
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,66.19,,,,
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,66.7,,,,
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,63.9,,,,
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,63.96,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,65.44,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,64.37,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,63.57,,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,62.3,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,65.62,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,62.73,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,65.39,,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,64.41,,,,Repository: ILO-STATISTICS - Micro data processing
Bhutan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey Report,Sex: Total,Age (5-year bands): Total,2010,68.15,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
Bhutan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey Report,Sex: Total,Age (5-year bands): Total,2011,67.4,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
Bhutan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey Report,Sex: Total,Age (5-year bands): Total,2012,64.4,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
Bhutan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey Report,Sex: Total,Age (5-year bands): Total,2013,65.3,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
Bhutan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey Report,Sex: Total,Age (5-year bands): Total,2014,62.6,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
Bhutan,Labour force participation rate by sex and age (%),LFS - Labour Force Survey Report,Sex: Total,Age (5-year bands): Total,2015,63.14,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
Botswana,Labour force participation rate by sex and age (%),HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Total,Age (5-year bands): Total,2010,59.13,,,,
Botswana,Labour force participation rate by sex and age (%),HS - Botswana Core Welfare Indicators (Poverty) Survey,Sex: Total,Age (5-year bands): Total,2013,69.58,,,,
Botswana,Labour force participation rate by sex and age (%),HS - Multi-Topic Household Survey,Sex: Total,Age (5-year bands): Total,2019,60.25,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,66.91,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,66.71,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,66.5,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,66.46,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,65.99,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,65.84,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,65.71,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,65.76,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,65.41,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,65.71,,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,64.02,,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,67,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,67.45,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,67.52,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,67.54,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,67.91,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,68.15,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,68.57,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,68.44,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,68.48,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,68.23,,,,Repository: Eurostat special tabulation
Switzerland,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,67.87,,,,Repository: Eurostat special tabulation
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2010,58.65,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2011,59.95,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2012,59.69,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2013,59.73,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2014,59.97,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2015,59.85,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2016,59.62,,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2017,59.89,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2018,59.84,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2019,59.58,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Chile,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Empleo,Sex: Total,Age (5-year bands): Total,2020,55.3,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
China,Labour force participation rate by sex and age (%),PC - Population Census,Sex: Total,Age (5-year bands): Total,2010,70.96,,,,Repository: OECD
